query,latency_ms
0,75.222
1,235.208
10,7588.271
100,179.624
101,1176.931
102,421.879
103,250307.684
104,1390156.059
105,76.142
106,47.689
107,798.024
108,417.466
109,92.684
11,52.706
110,272.097
111,417306.886
112,492488.916
113,53.325
114,2188.514
115,66.385
116,22462.9
117,1116.306
118,4906.645
119,146.143
12,296.762
120,501.65
121,118.714
122,1020.681
123,539.824
124,5895.764
125,604.926
126,71.73
127,532.75
128,11042.277
129,72.919
13,440.601
130,426.694
131,1414.782
132,144.237
133,4511.574
134,426.781
135,270.861
136,1116.3
137,3190.34
138,71.544
139,173.482
14,67.014
140,2966.93
141,105261.087
142,368.892
143,90.253
144,303.833
145,636.18
146,148614.235
147,292.571
148,187.916
149,1337.062
15,1033.823
150,73.797
151,13698.049
152,4535.501
153,155.359
154,1163.907
155,74.719
156,1954.042
157,155.415
158,104.084
159,136.942
16,45.493
160,626.674
161,183.476
162,45.946
163,233.008
164,1101.317
165,224.112
166,426.524
167,109.418
168,439.588
169,182.408
17,45.113
170,8209.463
171,293.868
172,211.731
173,175.538
174,453.164
175,480.385
176,117.335
177,22817.329
178,38.073
179,1148.456
18,52.642
180,1055.989
181,47.44
182,40877.652
183,107.334
184,44.149
185,79.229
186,76.934
187,122.014
188,91.734
189,337.463
19,1018.783
190,115.586
191,1076.4
192,134.936
193,438.535
194,178.614
195,213.106
196,683.41
197,103.348
198,766829.089
199,43.711
2,1430.501
20,43.344
21,52.756
22,931.705
23,69.137
24,14698.328
25,56.998
26,70.312
27,315.333
28,610.51
29,323.435
3,45.613
30,115.06
31,87.111
32,12966.314
33,1220.575
34,87.569
35,73.862
36,76.616
37,10933.183
38,2139.695
39,45.741
4,21998.888
40,2029.314
41,30412.919
42,187.129
43,23915.093
44,445.243
45,73.468
46,2148.367
47,1438.292
48,937.779
49,465.421
5,170.84
50,303.782
51,2104.026
52,1434.866
53,34539.924
54,1630.262
55,68.661
56,2155.718
57,513.944
58,45.412
59,34752.393
6,130.361
60,132.917
61,830.973
62,294.333
63,90.016
64,83.419
65,31943.162
66,71.608
67,3206.871
68,1403.47
69,567.013
7,123.998
70,975.272
71,870.846
72,3094.539
73,1411.344
74,406.424
75,2777.897
76,135.473
77,81.106
78,270.127
79,46.446
8,51.276
80,360.927
81,77.334
82,98.445
83,285.751
84,32213.186
85,77.971
86,75.659
87,44.2
88,144.875
89,403.046
9,34434.284
90,74.928
91,22145.153
92,69.925
93,1432.627
94,152.393
95,410.799
96,185.389
97,15127.985
98,311.268
99,467.309
all,4125824.8110000007
