query,latency_ms
0,30.32
1,20.434
10,27.537
100,17.084
101,16.891
102,22.26
103,12.622
104,11.654
105,47.217
106,24.716
107,66.304
108,16.897
109,14.406
11,18.304
110,30.867
111,11.064
112,23.555
113,52.758
114,24.811
115,20.675
116,28.462
117,28.8
118,19.788
119,23.807
12,30.049
120,15.872
121,50.026
122,28.841
123,26.673
124,32.928
125,17.321
126,14.332
127,21.765
128,18.257
129,19.544
13,39.925
130,17.25
131,9.962
132,33.683
133,34.921
134,12.206
135,16.838
136,27.989
137,14.89
138,45.307
139,103.298
14,29.208
140,33.193
141,19.893
142,121.849
143,14.522
144,13.979
145,126.97
146,17.043
147,28.798
148,35.863
149,16.38
15,18.453
150,37.353
151,182.378
152,20.048
153,21.983
154,32.015
155,63.415
156,19.906
157,40.875
158,40.681
159,16.557
16,18.199
160,11.803
161,26.619
162,14.225
163,10.67
164,11.318
165,13.028
166,12.127
167,18.073
168,165.403
169,10.936
17,15.544
170,37.351
171,11.074
172,64.562
173,19.664
174,28.28
175,14.274
176,65.757
177,13.78
178,21.638
179,14.767
18,21.636
180,32.056
181,14.579
182,38.117
183,30.426
184,14.804
185,17.446
186,22.373
187,11.43
188,11.362
189,23.777
19,53.327
190,30.073
191,13.542
192,14.893
193,39.743
194,19.486
195,11.991
196,34.5
197,13.224
198,14.991
199,11.962
2,27.407
20,11.974
21,34.889
22,95.392
23,18.79
24,18.0
25,11.315
26,15.774
27,14.08
28,27.603
29,16.594
3,12.272
30,15.679
31,27.023
32,12.324
33,29.281
34,23.119
35,12.659
36,42.6
37,17.33
38,17.725
39,20.968
4,29.671
40,11.682
41,31.807
42,14.002
43,28.333
44,17.101
45,18.355
46,12.107
47,20.921
48,14.481
49,16.351
5,14.341
50,11.195
51,35.488
52,35.566
53,29.027
54,38.264
55,19.077
56,12.175
57,18.868
58,12.888
59,29.959
6,37.772
60,11.47
61,55.54
62,11.687
63,12.775
64,30.647
65,32.051
66,75.494
67,22.339
68,13.227
69,155.986
7,11.204
70,12.91
71,12.381
72,17.773
73,16.645
74,17.129
75,29.809
76,17.747
77,11.298
78,25.0
79,11.078
8,11.876
80,16.798
81,10.787
82,24.909
83,72.295
84,270.039
85,13.15
86,14.766
87,27.011
88,11.849
89,18.52
9,17.865
90,24.431
91,52.589
92,17.137
93,37.208
94,22.402
95,13.829
96,13.698
97,22.584
98,313.732
99,28.764
all,6001.959999999999
