title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,107,title.production_year,<,109,cast_info.role_id,>,6,cast_info.role_id,<,9,movie_info.info_type_id,>,82,movie_info.info_type_id,<,93#11208
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,104,title.production_year,<,111,cast_info.role_id,>,7,cast_info.role_id,<,9,movie_info.info_type_id,>,92,movie_info.info_type_id,<,105#111951
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,81,title.production_year,<,107,cast_info.role_id,>,8,cast_info.role_id,<,10,movie_info.info_type_id,>,42,movie_info.info_type_id,<,101#561886
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,113,title.production_year,<,119,cast_info.role_id,>,7,cast_info.role_id,<,9,movie_info.info_type_id,>,90,movie_info.info_type_id,<,101#134709
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,90,title.production_year,<,119,cast_info.role_id,>,8,cast_info.role_id,<,10,movie_info.info_type_id,>,56,movie_info.info_type_id,<,81#267786
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,85,title.production_year,<,120,cast_info.role_id,>,7,cast_info.role_id,<,9,movie_info.info_type_id,>,71,movie_info.info_type_id,<,78#50083
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,119,title.production_year,<,125,cast_info.role_id,>,8,cast_info.role_id,<,10,movie_info.info_type_id,>,92,movie_info.info_type_id,<,100#176489
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,67,title.production_year,<,113,cast_info.role_id,>,6,cast_info.role_id,<,9,movie_info.info_type_id,>,74,movie_info.info_type_id,<,96#567755
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,105,title.production_year,<,107,cast_info.role_id,>,4,cast_info.role_id,<,9,movie_info.info_type_id,>,39,movie_info.info_type_id,<,86#93903
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,106,title.production_year,<,127,cast_info.role_id,>,8,cast_info.role_id,<,10,movie_info.info_type_id,>,79,movie_info.info_type_id,<,96#219556
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,86,title.production_year,<,121,cast_info.role_id,>,6,cast_info.role_id,<,10,movie_info.info_type_id,>,66,movie_info.info_type_id,<,100#1991732
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,104,title.production_year,<,110,cast_info.role_id,>,8,cast_info.role_id,<,10,movie_info.info_type_id,>,33,movie_info.info_type_id,<,90#176484
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,85,title.production_year,<,105,cast_info.role_id,>,7,cast_info.role_id,<,9,movie_info.info_type_id,>,86,movie_info.info_type_id,<,97#59051
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,78,title.production_year,<,84,cast_info.role_id,>,7,cast_info.role_id,<,10,movie_info.info_type_id,>,88,movie_info.info_type_id,<,99#61743
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,110,title.production_year,<,126,cast_info.role_id,>,7,cast_info.role_id,<,9,movie_info.info_type_id,>,84,movie_info.info_type_id,<,87#2410
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,78,title.production_year,<,126,cast_info.role_id,>,7,cast_info.role_id,<,9,movie_info.info_type_id,>,90,movie_info.info_type_id,<,98#235432
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,74,title.production_year,<,97,cast_info.role_id,>,8,cast_info.role_id,<,10,movie_info.info_type_id,>,88,movie_info.info_type_id,<,99#128999
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,112,title.production_year,<,123,cast_info.role_id,>,6,cast_info.role_id,<,8,movie_info.info_type_id,>,67,movie_info.info_type_id,<,90#2692
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,74,title.production_year,<,91,cast_info.role_id,>,8,cast_info.role_id,<,10,movie_info.info_type_id,>,90,movie_info.info_type_id,<,94#2768
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,112,title.production_year,<,130,cast_info.role_id,>,7,cast_info.role_id,<,9,movie_info.info_type_id,>,93,movie_info.info_type_id,<,95#80246
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,94,title.production_year,<,96,cast_info.role_id,>,6,cast_info.role_id,<,8,movie_info.info_type_id,>,90,movie_info.info_type_id,<,97#803
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,94,title.production_year,<,98,cast_info.role_id,>,6,cast_info.role_id,<,10,movie_info.info_type_id,>,71,movie_info.info_type_id,<,90#38106
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,71,title.production_year,<,111,cast_info.role_id,>,7,cast_info.role_id,<,9,movie_info.info_type_id,>,71,movie_info.info_type_id,<,97#295982
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,106,title.production_year,<,123,cast_info.role_id,>,7,cast_info.role_id,<,10,movie_info.info_type_id,>,81,movie_info.info_type_id,<,94#101006
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,113,title.production_year,<,116,cast_info.role_id,>,8,cast_info.role_id,<,10,movie_info.info_type_id,>,85,movie_info.info_type_id,<,98#26182
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,101,title.production_year,<,113,cast_info.role_id,>,4,cast_info.role_id,<,9,movie_info.info_type_id,>,74,movie_info.info_type_id,<,92#393590
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,65,title.production_year,<,112,cast_info.role_id,>,6,cast_info.role_id,<,9,movie_info.info_type_id,>,63,movie_info.info_type_id,<,90#530711
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,106,title.production_year,<,109,cast_info.role_id,>,5,cast_info.role_id,<,9,movie_info.info_type_id,>,90,movie_info.info_type_id,<,93#1250
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,104,title.production_year,<,115,cast_info.role_id,>,7,cast_info.role_id,<,9,movie_info.info_type_id,>,72,movie_info.info_type_id,<,81#34978
