title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,28,title.production_year,<,111,cast_info.role_id,>,4,cast_info.role_id,<,8,movie_info.info_type_id,>,43,movie_info.info_type_id,<,73#752188
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,36,title.production_year,<,106,cast_info.role_id,>,5,cast_info.role_id,<,9,movie_info.info_type_id,>,88,movie_info.info_type_id,<,106#1094235
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,83,title.production_year,<,95,cast_info.role_id,>,7,cast_info.role_id,<,10,movie_info.info_type_id,>,36,movie_info.info_type_id,<,48#37627
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,96,title.production_year,<,100,cast_info.role_id,>,4,cast_info.role_id,<,8,movie_info.info_type_id,>,53,movie_info.info_type_id,<,90#88222
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,77,title.production_year,<,82,cast_info.role_id,>,4,cast_info.role_id,<,9,movie_info.info_type_id,>,36,movie_info.info_type_id,<,56#21114
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,87,title.production_year,<,92,cast_info.role_id,>,2,cast_info.role_id,<,8,movie_info.info_type_id,>,33,movie_info.info_type_id,<,72#131389
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,72,title.production_year,<,95,cast_info.role_id,>,6,cast_info.role_id,<,8,movie_info.info_type_id,>,48,movie_info.info_type_id,<,89#65560
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,18,title.production_year,<,64,cast_info.role_id,>,7,cast_info.role_id,<,9,movie_info.info_type_id,>,64,movie_info.info_type_id,<,104#174230
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,37,title.production_year,<,73,cast_info.role_id,>,4,cast_info.role_id,<,9,movie_info.info_type_id,>,78,movie_info.info_type_id,<,91#138898
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,57,title.production_year,<,85,cast_info.role_id,>,3,cast_info.role_id,<,8,movie_info.info_type_id,>,7,movie_info.info_type_id,<,68#5884382
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,81,title.production_year,<,91,cast_info.role_id,>,6,cast_info.role_id,<,10,movie_info.info_type_id,>,56,movie_info.info_type_id,<,79#65443
title,cast_info,movie_info,movie_info_idx#title.id=movie_info.movie_id,title.id=movie_info_idx.movie_id,title.id=cast_info.movie_id#title.production_year,>,26,title.production_year,<,97,cast_info.role_id,>,5,cast_info.role_id,<,8,movie_info.info_type_id,>,55,movie_info.info_type_id,<,69#108091
