query,latency_ms
0,71.556
1,37.922
10,21.176
100,53.53
101,29.13
102,299.706
103,28.514
104,1039.577
105,42.043
106,5772.141
107,1729.303
108,8.409
109,43.6
11,1649.811
110,26635.14
111,46.651
112,224.378
113,51.735
114,53.192
115,52.915
116,1636.713
117,55.731
118,32.639
119,42.359
12,1044.074
120,69.518
121,19.832
122,51.421
123,50.089
124,62.93
125,50.378
126,1767.522
127,28.913
128,50.21
129,154.917
13,45.765
130,28.626
131,46.364
132,26.845
133,574.369
134,79.471
135,43.455
136,49.046
137,27.94
138,1880.693
139,1196.535
14,32.699
140,1175.792
141,52.966
142,71.747
143,26457.045
144,6679.733
145,158.263
146,43.548
147,42.829
148,16848.016
149,58.202
15,13.872
150,31.699
151,146.971
152,44.95
153,52.21
154,1049.186
155,182.216
156,28.852
157,108.05
158,57.697
159,51.089
16,6644.605
160,28.319
161,44.572
162,32.125
163,1022.306
164,1690.441
165,1051.095
166,1584.076
167,127.627
168,146.109
169,152.491
17,113.341
170,1072.901
171,37.239
172,27075.079
173,1680.778
174,43.804
175,45.991
176,26.912
177,118.398
178,26.708
179,1723.627
18,1055.447
180,1183.534
181,1229.304
182,58.632
183,65.21
184,1172.687
185,26.825
186,29.373
187,1625.991
188,51.41
189,25.788
19,26.709
190,29.999
191,50.11
192,258.442
193,56.012
194,60.533
195,39.037
196,11180.019
197,1066.579
198,39.593
199,49.284
2,45.668
20,48.796
21,150.749
22,24.379
23,48.433
24,117.933
25,69.656
26,146.433
27,34.215
28,30.026
29,50.884
3,28.253
30,50.09
31,48.637
32,1126.793
33,15329.121
34,45.817
35,30.699
36,1653.243
37,34.973
38,1774.638
39,60.22
4,26.794
40,29.701
41,29.957
42,58.156
43,27.291
44,1074.45
45,20.764
46,98.9
47,2527.442
48,27.184
49,54.568
5,20.555
50,66.343
51,1564.796
52,38.337
53,26.983
54,157.06
55,26.913
56,2784.812
57,40.365
58,5804.818
59,151.193
6,44.191
60,1051.636
61,174.773
62,51.156
63,75.466
64,49.247
65,24.988
66,42.569
67,27.897
68,47.248
69,29.634
7,1059.611
70,16952.643
71,41.642
72,129.158
73,32.191
74,57.247
75,27.59
76,1173.223
77,147.498
78,22.164
79,16748.105
8,53.204
80,94.01
81,60.38
82,26.958
83,81.254
84,55.651
85,50.839
86,73.044
87,157.965
88,29.008
89,52.819
9,355.193
90,1724.312
91,26797.377
92,31.23
93,128.854
94,1626.284
95,53.941
96,52.669
97,52.166
98,171.89
99,162.368
all,269771.80899999995
