query,latency_ms
0,863.051
1,4078.301
10,454.686
100,185.57
101,14456.244
102,1020.327
103,2080.438
104,1787.799
105,1725.798
106,3398.315
107,9307.67
108,1464.417
109,5908.782
11,191.669
110,219.581
111,1329.046
112,9735.308
113,563.624
114,7360.108
115,7541.891
116,18167.619
117,28186.572
118,5128.495
119,1782.115
12,47032.783
120,6500.46
121,17005.239
122,424.92
123,55238.208
124,3391.588
125,4226.663
126,5814.244
127,485.442
128,4952.608
129,305.257
13,8258.539
130,1719.305
131,1206.949
132,1374.189
133,2828.293
134,5077.009
135,2216.973
136,374.308
137,767.407
138,10044.533
139,1305.464
14,8594.004
140,2391.543
141,731.767
142,428.131
143,1265.68
144,1111.831
145,4419.184
146,18764.725
147,2526.459
148,2307.23
149,6594.995
15,1645.164
150,739.256
151,1210.849
152,1812.969
153,13833.598
154,1753.99
155,1293.797
156,5881.319
157,11315.594
158,8895.817
159,547.316
16,2522.29
160,5178.663
161,3429.232
162,5446.394
163,513.904
164,2304.098
165,22545.322
166,1106.463
167,469.613
168,3861.509
169,2798.71
17,1675.489
170,3078.771
171,305.679
172,1902.861
173,508.498
174,6860.117
175,1272.088
176,957.456
177,244.634
178,1000.509
179,1084.401
18,3222.289
180,3501.562
181,3288.193
182,4402.869
183,1863.59
184,11189.318
185,2103.048
186,33874.252
187,3131.257
188,1101.695
189,453.851
19,6174.063
190,11045.226
191,301.612
192,231.694
193,3505.57
194,1794.098
195,17954.91
196,22308.275
197,324.864
198,4062.937
199,6171.653
2,8954.66
20,4856.237
21,203.911
22,1859.654
23,7299.372
24,1214.504
25,4619.147
26,6124.365
27,2239.564
28,1400.115
29,8665.237
3,2526.953
30,5002.552
31,12584.415
32,41308.652
33,434.403
34,576.452
35,191.321
36,1473.118
37,1226.689
38,223.686
39,1416.006
4,3383.443
40,272.342
41,13443.572
42,4661.776
43,2420.605
44,323.672
45,1602.422
46,4862.714
47,2144.507
48,2605.52
49,228.229
5,418.734
50,220.928
51,238.344
52,22446.674
53,4021.036
54,2091.527
55,2419.365
56,10111.625
57,3141.537
58,4574.674
59,37118.793
6,3002.1
60,3165.499
61,3141.901
62,1540.997
63,5394.541
64,4617.218
65,1021.693
66,6417.38
67,7481.464
68,1096.8
69,8225.594
7,3415.775
70,3174.892
71,184.959
72,2281.781
73,387.361
74,2605.928
75,5217.136
76,3220.931
77,458.747
78,12552.979
79,6907.014
8,3401.712
80,989.977
81,728.589
82,1380.721
83,11261.356
84,1098.174
85,8671.437
86,6805.159
87,1510.604
88,1065.408
89,375.634
9,2677.116
90,3962.58
91,3294.747
92,360.015
93,45495.191
94,11333.928
95,4476.444
96,310.449
97,171.202
98,1954.245
99,12648.229
all,1063265.2110000004
