query,latency_ms
0,3711.86
1,48081.998
10,263.934
100,2701.528
101,191904.339
102,2605912.016
103,29664.88
104,19364.815
105,6303.502
106,751.101
107,5083.667
108,1346.371
109,599404.787
11,2651.884
110,296.436
111,1096221.703
112,4842.771
113,26373.857
114,6566.511
115,11424.235
116,1339.837
117,2448.476
118,13677.745
119,1935.798
12,1355.601
120,2538.669
121,318.687
122,267.713
123,11798.37
124,992.568
125,4632.419
126,5246.564
127,151542.358
128,275.092
129,2638.386
13,457.89
130,20678.377
131,3453.414
132,17480.929
133,29098.784
134,41945.372
135,5445.001
136,395574.129
137,2194.366
138,115015.857
139,5765.115
14,1072.598
140,7110.921
141,25606.763
142,202731.259
143,6317.729
144,1666.561
145,14493.076
146,953.569
147,7091.382
148,2037.487
149,2292.496
15,7005.571
150,14029.312
151,443.029
152,7544.57
153,7800.487
154,13789.736
155,2703.952
156,883.138
157,4050.472
158,10264.037
159,3195.34
16,754.935
160,9623.78
161,846.247
162,4160.22
163,40700.34
164,338.946
165,15919.487
166,8210.066
167,4223.596
168,5656.872
169,271147.29
17,1046.052
170,718936.59
171,990.63
172,1051.547
173,11700.449
174,22253.164
175,252833.786
176,64140.316
177,346.391
178,6121.956
179,505960.718
18,3309.823
180,8029.298
181,2603.356
182,1407.555
183,19632.875
184,6651.933
185,4612.759
186,6884.963
187,4075.069
188,4879.204
189,24149.267
19,42730.083
190,3451.811
191,12603.252
192,3869.01
193,35943.701
194,4690.537
195,554.943
196,1629.007
197,2108.455
198,8251.64
199,1244.99
2,4558.211
20,6958.015
21,233632.656
22,674.45
23,3439.788
24,6756.825
25,6826.05
26,53261.353
27,2931.077
28,33844.426
29,1740.567
3,3995.952
30,1172.018
31,22227.662
32,720.65
33,7518.32
34,7809.757
35,530662.624
36,4976.797
37,2085.753
38,2923.27
39,324780.578
4,1535.249
40,1021.793
41,272.505
42,900.413
43,8510.446
44,3998.277
45,179984.022
46,278371.66
47,6471.926
48,83703.988
49,176323.434
5,48372.534
50,906.956
51,266.895
52,3450.223
53,599957.547
54,2941.022
55,810685.176
56,45007.391
57,4641.922
58,1562.096
59,270.581
6,5231.16
60,6814.443
61,3348.247
62,848.5
63,3783.157
64,2420.378
65,68348.913
66,1711.074
67,1178.699
68,1532.059
69,13387.466
7,9613.144
70,4389.683
71,1024645.475
72,2377.084
73,8512.157
74,5849.043
75,379.794
76,1025.302
77,740046.037
78,6022.884
79,22552.475
8,7393.687
80,325.737
81,7841.737
82,1438.127
83,9170.353
84,992.583
85,1253.106
86,18696.36
87,299.649
88,331939.448
89,61108.677
9,3845.424
90,5370.838
91,79203.245
92,1841.456
93,11233.629
94,4659.749
95,4297.049
96,958819.377
97,13168.068
98,2064.677
99,3419.508
all,14979402.619
