query,latency_ms
0,473517.939
1,714786.19
10,153242.94
100,2347.324
101,32165.291
102,1754.344
103,33541.327
104,34377.574
105,6269.124
106,4327.846
107,14537.175
108,546751.866
109,168170.097
11,928005.373
110,383109.233
111,125556.378
112,40035.354
113,10448.146
114,22765.766
115,6012.538
116,22166.465
117,7556.53
118,4965.184
119,10439.326
12,8133.702
120,3671.574
121,5590.081
122,41361.819
123,18583.622
124,17395.99
125,1024.113
126,184737.252
127,11920.09
128,211925.731
129,3921.816
13,2470.644
130,1049620.978
131,56404.128
132,7547.941
133,79831.785
134,63899.769
135,23388.564
136,8000.297
137,161230.219
138,3491.169
139,118400.902
14,714307.487
140,709.43
141,61778.309
142,81639.737
143,10358.967
144,12428.027
145,235912.176
146,1119079.708
147,661586.717
148,310349.77
149,414255.248
15,5410.464
150,6841.957
151,31568.882
152,4643.496
153,188603.16
154,10925.345
155,31494.874
156,224670.169
157,6776.74
158,86829.493
159,17085.185
16,6172.732
160,110355.936
161,4940.588
162,2208.201
163,28912.065
164,17901.359
165,12026.625
166,9340.244
167,4661.167
168,92324.848
169,1294598.863
17,47068.12
170,36263.982
171,35108.06
172,39921.144
173,186593.821
174,351.129
175,959489.452
176,10781.929
177,33777.54
178,818634.774
179,7918.813
18,45005.892
180,85841.236
181,35024.386
182,16066.639
183,62320.422
184,6357.764
185,13020.363
186,6381.558
187,2078.937
188,103080.487
189,40351.787
19,23761.907
190,532360.912
191,120047.793
192,32766.069
193,23371.265
194,876662.468
195,650054.616
196,206867.21
197,718326.809
198,481713.972
199,11658.142
2,3034.197
20,11741.769
21,15495.225
22,44712.122
23,7652.677
24,65978.506
25,59733.055
26,82041.501
27,478097.857
28,232630.527
29,399258.442
3,95520.968
30,151653.971
31,76813.447
32,387798.456
33,37411.308
34,820708.058
35,14343.861
36,14335.372
37,3587.157
38,20866.503
39,9782.953
4,52030.519
40,230815.806
41,19207.988
42,1419.098
43,170329.669
44,8394.043
45,74409.094
46,6875.856
47,15325.575
48,33497.604
49,8863.64
5,577874.534
50,480.127
51,70545.523
52,273190.863
53,23700.399
54,47825.541
55,111894.044
56,71105.407
57,11998.239
58,94490.528
59,456651.117
6,19836.86
60,1817.892
61,14773.711
62,15719.296
63,15601.901
64,11008.199
65,20217.606
66,36995.016
67,179003.425
68,11123.896
69,4170.021
7,23700.071
70,21319.34
71,302783.028
72,117822.85
73,9807.021
74,1159848.995
75,99263.141
76,66533.355
77,7492.82
78,665.957
79,40278.343
8,26152.134
80,789.376
81,117148.636
82,30699.876
83,150608.775
84,34647.452
85,4297.305
86,22751.821
87,26674.551
88,1179.779
89,10412.581
9,21309.794
90,166663.49
91,1124.505
92,18516.213
93,53384.517
94,1161.135
95,75852.992
96,61595.499
97,56910.172
98,498394.725
99,1496.683
all,26874806.784000006
