query,latency_ms
0,142.398
1,55.249
10,149.703
100,49.591
101,178.143
102,126.978
103,66.44
104,52.663
105,149.801
106,53.089
107,147.193
108,332.268
109,113.721
11,54.364
110,45.32
111,59.642
112,89.992
113,187.098
114,49.378
115,53.792
116,91.006
117,96.231
118,47.709
119,86.359
12,78.223
120,166.526
121,104.791
122,80.23
123,62.855
124,88.01
125,49.197
126,158.887
127,43.333
128,89.243
129,120.15
13,51.289
130,94.302
131,67.04
132,80.882
133,125.778
134,92.466
135,98.541
136,86.899
137,159.865
138,40.154
139,44.202
14,130.529
140,41.868
141,46.334
142,89.097
143,45.101
144,44.375
145,41.09
146,54.337
147,51.983
148,198.044
149,46.235
15,189.065
150,131.242
151,42.293
152,61.526
153,44.39
154,43.972
155,105.212
156,80.199
157,46.704
158,42.855
159,172.133
16,41.968
160,52.664
161,45.506
162,53.458
163,55.919
164,41.566
165,46.14
166,81.749
167,51.946
168,136.053
169,41.32
17,59.4
170,114.914
171,40.569
172,38.983
173,58.848
174,91.288
175,43.22
176,49.05
177,47.734
178,46.489
179,47.121
18,139.306
180,44.926
181,40.071
182,44.613
183,136.223
184,39.874
185,60.257
186,48.0
187,43.144
188,62.992
189,59.235
19,187.656
190,80.142
191,114.534
192,41.416
193,68.039
194,78.73
195,87.821
196,88.536
197,176.01
198,134.565
199,42.935
2,55.066
20,175.249
21,50.047
22,77.989
23,42.393
24,47.111
25,56.141
26,47.018
27,359.724
28,94.726
29,78.622
3,39.43
30,92.857
31,84.58
32,168.835
33,71.193
34,44.142
35,174.263
36,64.705
37,43.698
38,44.549
39,228.725
4,40.616
40,80.232
41,71.397
42,189.047
43,84.85
44,157.363
45,47.567
46,42.403
47,165.22
48,39.87
49,180.587
5,52.605
50,44.25
51,110.972
52,85.155
53,119.091
54,85.011
55,94.999
56,91.235
57,112.389
58,80.064
59,41.452
6,94.579
60,55.521
61,114.446
62,51.121
63,78.832
64,57.036
65,136.223
66,149.9
67,47.595
68,47.468
69,40.613
7,53.82
70,75.01
71,50.977
72,42.963
73,42.02
74,41.939
75,75.466
76,54.173
77,172.307
78,59.054
79,95.33
8,118.419
80,96.534
81,94.841
82,139.992
83,44.802
84,43.423
85,52.279
86,85.504
87,77.117
88,95.986
89,251.453
9,114.931
90,157.402
91,178.668
92,43.28
93,89.384
94,60.251
95,43.009
96,68.126
97,76.571
98,45.016
99,112.637
all,17197.961
