query,latency_ms
0,134.676
1,306.771
10,38.849
100,155.173
101,147.594
102,690.053
103,111.644
104,152.068
105,121.619
106,378.863
107,256.347
108,1054.386
109,273.063
11,145.841
110,131.108
111,88.703
112,198.213
113,126.075
114,7306.555
115,92.285
116,11383.663
117,1736.106
118,310.571
119,11740.079
12,197.764
120,216.546
121,56.11
122,142.397
123,4659.132
124,231.374
125,141.654
126,183.466
127,280.017
128,94.28
129,203.668
13,127.915
130,173.24
131,143.525
132,89.965
133,126.913
134,104.754
135,156.684
136,15214.021
137,327.707
138,73.907
139,45.293
14,383.854
140,135.108
141,86.933
142,169.988
143,185.759
144,211.281
145,140.312
146,250.207
147,5933.907
148,147.754
149,79.574
15,147.731
150,1451.651
151,101.909
152,125.339
153,93.103
154,265.395
155,3595.954
156,156478.86
157,170.302
158,180.525
159,242.997
16,178.344
160,207.173
161,5991.607
162,511.898
163,171.098
164,59.783
165,76.602
166,318.462
167,243.142
168,108.247
169,126.399
17,136.787
170,126.679
171,55.352
172,72.158
173,154.241
174,107.789
175,134.822
176,473.586
177,141.467
178,95668.341
179,67.505
18,92.461
180,296.758
181,151.466
182,431.944
183,170.639
184,151.512
185,576473.39
186,752.189
187,169.759
188,411.297
189,112.16
19,169.746
190,129.916
191,180.325
192,158.515
193,116.873
194,347.164
195,105.215
196,128.517
197,601457.339
198,399.282
199,174.256
2,27.364
20,91.431
21,554.006
22,236.396
23,78.251
24,107.124
25,103.06
26,196.576
27,76.057
28,97.108
29,151.862
3,180.59
30,108.608
31,153.396
32,71.355
33,146.78
34,260.753
35,104.528
36,117.846
37,258.895
38,158.232
39,207.321
4,9998.726
40,92.464
41,87.753
42,66.683
43,100.756
44,111.375
45,95.39
46,9634.798
47,90585.508
48,360.649
49,186.891
5,76.78
50,238.115
51,681.425
52,139.398
53,77.489
54,211.611
55,113.148
56,205.917
57,154.188
58,172.952
59,170.217
6,142.692
60,3784.903
61,251.434
62,160.382
63,86.957
64,134.278
65,143.59
66,1718.371
67,283.898
68,86.486
69,162.52
7,101.452
70,140.744
71,91.913
72,72.122
73,125.313
74,71.002
75,468.736
76,80.2
77,94.209
78,428.258
79,1000234.752
8,245.638
80,233.64
81,465.054
82,103.215
83,709.889
84,157.608
85,98.818
86,220.013
87,171.26
88,118.552
89,76.008
9,58741.697
90,396.964
91,196.542
92,169.735
93,155.383
94,83.83
95,961.449
96,130.634
97,138.463
98,150.642
99,136.237
all,2708136.5399999996
