query,latency_ms
0,13178.397
1,28034.788
10,2532.726
100,28584.894
101,995.248
102,878.138
103,496.875
104,33851.799
105,5897.742
106,1071.157
107,22158.618
108,3012.332
109,17351.361
11,630.794
110,18744.424
111,357.736
112,3175.236
113,38209.486
114,14766.79
115,62485.683
116,1215.127
117,1310.958
118,4672.09
119,527384.022
12,51766.078
120,329.781
121,724.671
122,291.326
123,791.882
124,1220.811
125,31425.533
126,26138.87
127,1793.97
128,10632.017
129,98139.107
13,30929.86
130,9802.451
131,34885.171
132,7892.269
133,7037.714
134,305237.889
135,2196.849
136,12738.311
137,6951.565
138,326.933
139,15825.938
14,2412.046
140,409.302
141,285.799
142,11937.35
143,13230.078
144,898.228
145,99282.493
146,1841.555
147,491107.268
148,244921.995
149,1267.141
15,20815.935
150,25874.474
151,711249.324
152,270.721
153,182629.156
154,304.878
155,83455.184
156,5655.421
157,8248.496
158,30908.098
159,968.237
16,7033.874
160,10570.278
161,49808.663
162,919.673
163,19313.842
164,894.78
165,8861.769
166,3755.482
167,15104.634
168,8315.13
169,2323.901
17,5330.272
170,800408.933
171,467.685
172,2245.288
173,22500.945
174,375.961
175,5100.823
176,19711.211
177,43178.76
178,403.991
179,616.873
18,279.375
180,629708.161
181,299.812
182,10056.403
183,1119.909
184,345.735
185,831.378
186,670.565
187,97978.158
188,9457.171
189,20430.083
19,70125.531
190,1126.658
191,7472.441
192,11864.06
193,640.134
194,372.941
195,247443.716
196,63368.343
197,24797.356
198,487906.527
199,1289.47
2,1224.039
20,1748.767
21,34590.495
22,509.969
23,1734.558
24,9911.222
25,5522.688
26,523.503
27,4438.925
28,648.838
29,1457.775
3,850.904
30,14255.751
31,4918.869
32,27072.054
33,1689.876
34,177568.174
35,4245.638
36,1883.816
37,1301249.869
38,771.218
39,2360.782
4,976.402
40,331031.722
41,1572.148
42,61253.432
43,11927.923
44,2597.473
45,9437.051
46,338.394
47,1802.168
48,4156.527
49,22332.639
5,1366638.748
50,329.674
51,326.145
52,3293.243
53,427.158
54,2027.078
55,2376.196
56,338.523
57,50105.788
58,123015.442
59,445.764
6,410.294
60,8707.676
61,1841.416
62,1780.431
63,5967.089
64,6001.357
65,307.57
66,37501.805
67,19360.783
68,55468.748
69,3497.352
7,5507.759
70,493.163
71,538.843
72,4475.796
73,5105.133
74,6848.501
75,1428.402
76,280.221
77,3262.983
78,7080.425
79,6080.912
8,736.529
80,3589.383
81,85552.161
82,13808.085
83,349128.411
84,3138.291
85,7009.27
86,301.229
87,1489.266
88,11136.182
89,439.1
9,528372.015
90,48143.251
91,9397.088
92,612.227
93,1785.841
94,2964.235
95,749.262
96,25890.036
97,26081.622
98,293.474
99,413637.524
all,11453003.8
