query,latency_ms
0,21040.489
1,14354.987
10,7955.699
100,72501.725
101,2836.597
102,9733.697
103,2888.861
104,12510.372
105,2074.035
106,7713.749
107,13483.449
108,11125.949
109,6878.2
11,45908.024
110,14624.521
111,503894.35
112,20670.344
113,2663.391
114,996.929
115,14722.918
116,2623.973
117,3287.469
118,17531.203
119,2335.836
12,1291.949
120,27049.771
121,1911.979
122,391075.573
123,27618.336
124,1723.025
125,5965.167
126,517.864
127,1632.135
128,1150.495
129,23459.814
13,977.51
130,894.071
131,781.473
132,28510.378
133,559.197
134,37092.611
135,11677.941
136,161237.016
137,2443.783
138,791.529
139,1366.666
14,2601.772
140,1003.007
141,11621.399
142,19909.311
143,8102.766
144,6539.488
145,12411.951
146,10110.196
147,2518.074
148,2084.69
149,6584.342
15,30450.81
150,509.82
151,8172.637
152,3548.177
153,4429.751
154,420121.082
155,1520.51
156,4324.148
157,1204.055
158,5550.936
159,4693.142
16,1386.604
160,1552.218
161,7428.646
162,38070.59
163,1084.783
164,17529.848
165,7004.57
166,13965.801
167,2588.564
168,1528.498
169,2665.617
17,3499.726
170,122193.274
171,828.062
172,242120.492
173,228602.836
174,2232.772
175,148320.605
176,2116.881
177,755.748
178,41323.278
179,825.589
18,1815.467
180,4808.795
181,577376.443
182,836.271
183,1144.765
184,3958.534
185,9032.032
186,107141.56
187,149337.625
188,3414.705
189,7765.398
19,5695.589
190,1174.16
191,6298.566
192,1038933.205
193,2548.996
194,2771.258
195,202728.848
196,83869.383
197,47025.421
198,1270.101
199,244461.306
2,1051.515
20,1512.964
21,9823.932
22,6430.835
23,13379.065
24,2256.407
25,40238.188
26,7820.252
27,5322.093
28,1269.787
29,10993.122
3,10351.389
30,1678.813
31,36101.086
32,2275.337
33,52179.689
34,3364.647
35,3959.54
36,3862.443
37,784.362
38,2025.899
39,1492.907
4,1141.218
40,2527.157
41,29177.518
42,18765.525
43,1429.324
44,2813.532
45,2680.709
46,14283.462
47,10176.005
48,3297.453
49,4957.469
5,17769.593
50,21356.348
51,182599.44
52,757.589
53,86394.515
54,18905.554
55,325317.526
56,24976.519
57,3077.107
58,2371.622
59,9458.051
6,12411.115
60,4580.713
61,36173.57
62,2515.221
63,5606.199
64,766099.101
65,821.132
66,4881.004
67,12488.557
68,2600.465
69,4846.273
7,53641.339
70,17951.106
71,11565.827
72,20097.12
73,33369.205
74,20274.193
75,1003.552
76,2819.312
77,8211.408
78,2600.79
79,5119.339
8,2541.106
80,10024.92
81,970.275
82,899.746
83,16738.692
84,3011.604
85,3240.204
86,17635.741
87,2588.507
88,7862.176
89,8609.084
9,8154.02
90,2761.936
91,3122.158
92,3393.242
93,14285.321
94,2594.635
95,5374.756
96,10967.483
97,1649.658
98,31784.733
99,3221.316
all,7696645.906
