query,latency_ms
0,21.02
1,15.021
10,45.838
100,16.948
101,26.584
102,15.478
103,61.093
104,17.635
105,34.469
106,28.473
107,22.213
108,16.816
109,16.895
11,27.159
110,32.565
111,19.166
112,34.546
113,27.986
114,13.975
115,18.211
116,33.463
117,22.053
118,29.573
119,28.404
12,36.795
120,29.48
121,40.496
122,19.177
123,38.916
124,14.234
125,17.561
126,51.184
127,16.551
128,18.2
129,25.163
13,16.408
130,41.895
131,13.999
132,30.521
133,15.003
134,18.064
135,47.485
136,27.351
137,22.468
138,202.795
139,27.017
14,59.047
140,39.7
141,21.138
142,29.599
143,32.417
144,38.072
145,27.366
146,11.925
147,15.946
148,15.405
149,19.857
15,164.088
150,30.195
151,22.711
152,13.338
153,23.764
154,61.171
155,67.637
156,65.839
157,81.478
158,14.539
159,13.433
16,24.509
160,13.754
161,24.901
162,77.98
163,29.16
164,19.603
165,32.751
166,53.275
167,33.261
168,17.986
169,35.365
17,24.887
170,85.4
171,115.209
172,20.569
173,24.537
174,18.717
175,130.49
176,49.607
177,39.721
178,25.152
179,193.764
18,68.502
180,12.763
181,19.6
182,41.336
183,19.834
184,16.214
185,50.113
186,76.386
187,30.955
188,57.453
189,20.905
19,168.672
190,21.113
191,15.191
192,15.361
193,55.212
194,24.486
195,22.385
196,27.744
197,30.001
198,263.435
199,24.785
2,88.883
20,23.402
21,33.746
22,76.723
23,23.484
24,19.056
25,44.45
26,22.628
27,180.262
28,24.66
29,29.595
3,12.353
30,32.769
31,14.283
32,16.591
33,31.547
34,14.083
35,15.044
36,28.11
37,15.478
38,15.933
39,19.902
4,16.922
40,15.13
41,16.978
42,13.09
43,15.807
44,14.121
45,15.128
46,15.33
47,34.521
48,26.362
49,12.133
5,21.482
50,12.518
51,17.218
52,26.503
53,20.088
54,23.09
55,23.061
56,20.041
57,19.194
58,17.71
59,39.175
6,35.819
60,17.143
61,15.186
62,26.525
63,13.89
64,11.573
65,119.753
66,13.581
67,25.244
68,16.509
69,33.736
7,144.385
70,122.113
71,21.139
72,17.184
73,31.42
74,14.135
75,14.601
76,51.596
77,11.401
78,36.557
79,13.312
8,16.295
80,92.413
81,42.19
82,15.584
83,26.182
84,26.354
85,31.69
86,31.815
87,137.427
88,70.961
89,121.934
9,12.821
90,24.116
91,23.52
92,19.709
93,36.658
94,17.924
95,14.303
96,17.594
97,25.288
98,32.001
99,48.938
all,7349.158999999996
