query,latency_ms
0,103.257
1,127.022
10,99.465
100,99.279
101,93.564
102,132.294
103,130.706
104,218.382
105,132.916
106,102.946
107,110.936
108,155.903
109,148.509
11,137.906
110,101.39
111,140.603
112,118.843
113,117.715
114,119.6
115,130.662
116,127.913
117,143.755
118,114.754
119,115.077
12,98.164
120,98.731
121,94.902
122,115.777
123,114.96
124,113.654
125,121.523
126,98.215
127,113.738
128,85.208
129,118.177
13,169.306
130,123.579
131,130.503
132,120.305
133,120.357
134,118.951
135,138.711
136,124.69
137,123.846
138,116.169
139,114.454
14,114.714
140,134.701
141,80.743
142,107.34
143,134.182
144,114.084
145,120.532
146,385.307
147,128.493
148,127.755
149,111.76
15,108.385
150,119.254
151,147.481
152,113.95
153,106.289
154,68.888
155,101.933
156,104.554
157,115.471
158,108.726
159,99.73
16,113.512
160,56.303
161,137.911
162,133.567
163,144.607
164,163.417
165,120.577
166,115.786
167,104.834
168,109.862
169,117.233
17,113.555
170,121.384
171,137.022
172,74.168
173,80.229
174,133.942
175,95.16
176,79.981
177,85.118
178,80.955
179,102.785
18,102.675
180,63.215
181,108.524
182,130.803
183,111.102
184,146.645
185,115.034
186,102.421
187,117.713
188,129.844
189,85.041
19,70.387
190,96.47
191,113.231
192,86.984
193,94.686
194,109.615
195,129.404
196,148.66
197,118.468
198,106.783
199,73.723
2,125.689
20,118.009
21,112.555
22,110.578
23,105.529
24,152.943
25,111.081
26,404.198
27,95.064
28,114.331
29,102.778
3,123.285
30,137.485
31,90.721
32,116.78
33,136.909
34,88.865
35,89.932
36,116.337
37,110.18
38,122.013
39,121.07
4,140.005
40,123.434
41,117.382
42,124.235
43,133.498
44,114.327
45,110.901
46,116.381
47,135.069
48,110.64
49,110.023
5,114.083
50,108.555
51,146.083
52,121.571
53,118.955
54,104.503
55,133.338
56,130.758
57,110.186
58,152.244
59,61.373
6,111.549
60,119.461
61,110.758
62,80.004
63,166.363
64,70.494
65,63.984
66,116.957
67,280.322
68,76.603
69,111.845
7,98.82
70,131.211
71,121.025
72,131.154
73,157.658
74,146.87
75,108.74
76,101.405
77,118.973
78,107.824
79,135.753
8,113.099
80,101.582
81,124.233
82,123.134
83,77.863
84,121.885
85,85.001
86,99.77
87,137.346
88,116.581
89,86.642
9,111.271
90,114.436
91,119.388
92,75.11
93,139.135
94,117.014
95,134.816
96,116.765
97,114.572
98,202.266
99,127.796
all,23806.278999999995
