query,latency_ms
0,214.41
1,89.284
10,22136.766
100,118.425
101,54.297
102,168.268
103,196.508
104,1284.93
105,752.744
106,69.314
107,164.167
108,307.934
109,54.786
11,1136.525
110,87.342
111,83.321
112,131.101
113,354.866
114,372.358
115,191.378
116,255.704
117,77.56
118,317.524
119,161.904
12,75.291
120,196.333
121,225.084
122,103.463
123,221.02
124,162.795
125,198.685
126,266.918
127,150.959
128,199.699
129,78.77
13,38.617
130,81.901
131,44.465
132,78.287
133,641.019
134,265.052
135,637.208
136,101.392
137,204.059
138,206.892
139,122.587
14,85.981
140,132.489
141,148.886
142,172.864
143,373.13
144,80.574
145,82.301
146,2408.501
147,123.238
148,242.339
149,192724.152
15,163.786
150,380.574
151,349.828
152,327.967
153,112.884
154,164.304
155,343.263
156,49789.137
157,74.596
158,201905.623
159,44.351
16,87.067
160,308.383
161,262.813
162,275.167
163,139.345
164,62.641
165,276.171
166,10376.945
167,1302549.283
168,68.574
169,217.142
17,68.105
170,381.768
171,67.833
172,292.425
173,54.099
174,280.253
175,65.755
176,6310.514
177,10681.78
178,156.845
179,68.364
18,422.882
180,78.545
181,92.49
182,525.107
183,64.19
184,110.048
185,140.926
186,78.142
187,133.842
188,46.774
189,72.902
19,74.834
190,88.067
191,267.437
192,429.721
193,333.345
194,80.861
195,128.458
196,8000.77
197,96.516
198,78.013
199,9920.435
2,250.39
20,62.171
21,74.747
22,49.982
23,2921.909
24,74.065
25,970.103
26,109.719
27,120.315
28,86.558
29,83.954
3,899110.083
30,89.646
31,653.223
32,1196865.399
33,91.658
34,499.732
35,408.783
36,15171.422
37,180.014
38,381.517
39,1131.284
4,15295.191
40,56.877
41,131.049
42,199.228
43,85.312
44,21929.283
45,216.863
46,106.026
47,143.469
48,114.636
49,1346.971
5,282.034
50,597.242
51,74.23
52,58.199
53,84.679
54,47.024
55,68.79
56,180.349
57,322.463
58,904913.22
59,14303.55
6,63.129
60,59.726
61,836.497
62,358926.026
63,380.295
64,96.587
65,106.091
66,418.645
67,44.276
68,6731.211
69,2310.841
7,266.23
70,103.164
71,130.568
72,82.011
73,90.303
74,313.44
75,69.963
76,101.105
77,57.97
78,54.222
79,80.917
8,81.029
80,5783.477
81,247.877
82,50.276
83,1883.152
84,946.293
85,87.956
86,226.247
87,97.747
88,105.114
89,199.19
9,99.918
90,92.426
91,2035.373
92,271.659
93,104.964
94,1012.714
95,482.035
96,184.066
97,85.883
98,345.481
99,59.691
all,5303377.400999999
