comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279653846,c.CreationDate,<=,1410555381,p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,37,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4#19907
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1281629366,c.CreationDate,<=,1409769158,p.PostTypeId,=,1,p.Score,>=,-2,p.Score,<=,13,p.ViewCount,=,190,p.CommentCount,>=,0,p.CommentCount,<=,12#93
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410556663,p.PostTypeId,=,1,p.Score,<=,17,p.ViewCount,>=,0,p.CommentCount,<=,13,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3,p.CreationDate,>=,1279605839,p.CreationDate,<=,1409912678#24339
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1280089576,c.CreationDate,<=,1410442484,p.Score,>=,-1,p.ViewCount,>=,0,p.ViewCount,<=,1233,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CreationDate,<=,1409635459#12245
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410549005,p.Score,>=,-3,p.Score,<=,19,p.ViewCount,>=,0,p.ViewCount,<=,5089,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,>=,0,p.CreationDate,<=,1410274293#27929
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279593325,c.CreationDate,<=,1410597845,p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,17,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,<=,1410266608#21312
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,47,p.CommentCount,>=,0,p.CommentCount,<=,17,p.FavoriteCount,<=,17,p.CreationDate,>=,1280743410,p.CreationDate,<=,1410524823#21294
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279569745,p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,18,p.ViewCount,>=,0,p.ViewCount,<=,17255,p.CommentCount,<=,8,p.CreationDate,>=,1283338861,p.CreationDate,<=,1405636778#66812
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279723653,c.CreationDate,<=,1410523231,p.PostTypeId,=,1,p.Score,>=,-1,p.ViewCount,>=,0,p.ViewCount,<=,4454,p.FavoriteCount,<=,12,p.CreationDate,>=,1282293076,p.CreationDate,<=,1410493140#28688
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,<=,19,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,10,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5#17923
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1233586250,c.CreationDate,<=,1410308306,p.ViewCount,>=,0,p.ViewCount,<=,3567,p.AnswerCount,<=,5,p.CommentCount,>=,0,p.CommentCount,<=,13,p.FavoriteCount,<=,7,p.CreationDate,>=,1282199285#25756
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279575023,c.CreationDate,<=,1409934200,p.ViewCount,<=,6026,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,6,p.CreationDate,<=,1409913172#27925
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1283449709,c.CreationDate,<=,1410639320,p.Score,<=,10,p.ViewCount,>=,0,p.ViewCount,<=,9231,p.AnswerCount,>=,0,p.AnswerCount,<=,8,p.CommentCount,<=,19#63089
badges b,users u#b.UserId=u.Id#b.Date,>=,1279568348,b.Date,<=,1410474003,u.Views,>=,0,u.Views,<=,11,u.DownVotes,>=,0,u.DownVotes,<=,2,u.UpVotes,<=,17,u.CreationDate,>=,1279570308,u.CreationDate,<=,1407232150#42346
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,1,p.ViewCount,<=,1198,p.AnswerCount,=,0,p.CreationDate,>=,1281037313,p.CreationDate,<=,1410568304,u.Views,<=,43,u.UpVotes,>=,0,u.UpVotes,<=,12,u.CreationDate,>=,1284568839#10625
posts p,users u#p.OwnerUserId=u.Id#p.ViewCount,>=,0,p.ViewCount,<=,7720,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,>=,0,p.FavoriteCount,<=,19,u.DownVotes,>=,0,u.DownVotes,<=,0,u.CreationDate,>=,1280201703#9324
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,1,p.Score,<=,10,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,12,p.FavoriteCount,>=,0,p.FavoriteCount,<=,8,u.Views,>=,0,u.CreationDate,>=,1281315023#10723
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,1,p.Score,>=,-1,p.ViewCount,>=,0,p.ViewCount,<=,29151,p.CreationDate,>=,1283453794,u.Reputation,>=,1,u.Reputation,<=,156,u.Views,>=,0,u.Views,<=,76#27584
posts p,users u#p.OwnerUserId=u.Id#p.Score,>=,0,p.Score,<=,58,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3,u.Views,=,0,u.DownVotes,<=,57,u.UpVotes,>=,0,u.UpVotes,<=,25,u.CreationDate,>=,1298171392#721
posts p,users u#p.OwnerUserId=u.Id#p.Score,<=,38,p.ViewCount,>=,0,p.ViewCount,<=,12291,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,u.Reputation,>=,1,u.Views,>=,0,u.Views,<=,337,u.DownVotes,>=,0#11790
posts p,users u#p.OwnerUserId=u.Id#p.Score,>=,0,p.Score,<=,52,p.FavoriteCount,<=,10,u.Reputation,<=,565,u.Views,>=,0,u.Views,<=,267,u.DownVotes,<=,5,u.UpVotes,=,3,u.CreationDate,>=,1281279138#413
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,<=,11,p.CreationDate,>=,1280323952,p.CreationDate,<=,1410005500,u.Views,<=,32,u.UpVotes,>=,0,u.UpVotes,<=,9#26626
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,26,p.ViewCount,<=,11458,p.AnswerCount,<=,4,p.CommentCount,<=,16,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3,p.CreationDate,>=,1282438408#10610
posts p,users u#p.OwnerUserId=u.Id#p.Score,>=,-2,p.Score,<=,24,p.ViewCount,>=,0,p.ViewCount,<=,14589,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,7,u.Views,<=,59,u.DownVotes,<=,0#8492
posts p,users u#p.OwnerUserId=u.Id#p.ViewCount,>=,0,p.ViewCount,<=,5373,p.CommentCount,>=,0,p.FavoriteCount,>=,0,u.Reputation,>=,1,u.Views,>=,0,u.Views,<=,202,u.DownVotes,>=,0,u.UpVotes,>=,0#10953
posts p,users u#p.OwnerUserId=u.Id#p.AnswerCount,=,0,p.FavoriteCount,<=,17,p.CreationDate,>=,1280509122,p.CreationDate,<=,1408628372,u.DownVotes,>=,0,u.DownVotes,<=,0,u.UpVotes,>=,0,u.UpVotes,<=,19,u.CreationDate,>=,1280180207#1526
posts p,users u#p.OwnerUserId=u.Id#p.Score,>=,0,p.Score,<=,15,p.CommentCount,>=,0,p.CommentCount,<=,15,p.CreationDate,<=,1410211675,u.Views,<=,38,u.UpVotes,>=,0,u.UpVotes,<=,16,u.CreationDate,<=,1409691669#36933
posts p,users u#p.OwnerUserId=u.Id#p.AnswerCount,<=,4,p.CreationDate,<=,1410198460,u.Reputation,>=,1,u.Reputation,<=,586,u.Views,>=,0,u.Views,<=,47,u.UpVotes,>=,0,u.UpVotes,<=,6,u.CreationDate,<=,1410206934#26036
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,1,p.ViewCount,<=,5681,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5,p.CreationDate,>=,1284870861,u.Reputation,>=,1,u.DownVotes,>=,0#11353
posts p,users u#p.OwnerUserId=u.Id#p.PostTypeId,=,1,p.ViewCount,<=,4331,p.CreationDate,>=,1279904000,u.Views,>=,0,u.DownVotes,<=,0,u.UpVotes,>=,0,u.UpVotes,<=,61,u.CreationDate,>=,1279566556,u.CreationDate,<=,1409566216#33804
posts p,users u#p.OwnerUserId=u.Id#p.ViewCount,>=,0,p.ViewCount,<=,3776,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.CommentCount,<=,14,p.FavoriteCount,>=,0,u.Reputation,<=,2091,u.DownVotes,<=,10,u.CreationDate,>=,1283730764#9611
posts p,users u#p.OwnerUserId=u.Id#p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.CreationDate,>=,1279606057,p.CreationDate,<=,1410335162,u.Views,>=,0,u.DownVotes,=,0,u.UpVotes,>=,0,u.UpVotes,<=,46#33064
