comments c,posts p#c.PostId=p.Id#c.CreationDate,=,1391037337,p.PostTypeId,=,1,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4,p.CreationDate,<=,1410528315#1
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,<=,86,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CreationDate,>=,1280802517,p.CreationDate,<=,1409161456#86379
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.Score,>=,-2,p.Score,<=,19,p.ViewCount,>=,0,p.ViewCount,<=,2767,p.CommentCount,>=,0#13610
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410542064,p.ViewCount,<=,2362,p.FavoriteCount,>=,0,p.FavoriteCount,<=,7,p.CreationDate,<=,1408514314#19284
comments c,posts p#c.PostId=p.Id#p.Score,>=,-1,p.ViewCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,<=,23,p.CreationDate,>=,1279568836,p.CreationDate,<=,1410540029#30968
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279775740,c.CreationDate,<=,1410299983,p.Score,>=,-4,p.Score,<=,18,p.ViewCount,<=,4237,p.CreationDate,>=,1285188800#86026
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.Score,<=,28,p.AnswerCount,<=,3,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5#23936
comments c,posts p#c.PostId=p.Id#c.Score,=,2,c.CreationDate,>=,1279733032,p.ViewCount,<=,5694,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,12#4854
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1283526598,p.ViewCount,>=,0,p.ViewCount,<=,4833,p.CommentCount,<=,28,p.FavoriteCount,>=,0#20965
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410401770,p.PostTypeId,=,1,p.Score,>=,-4,p.ViewCount,>=,0,p.CreationDate,>=,1284511511,p.CreationDate,<=,1410038955#88711
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,=,5,p.ViewCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,2,p.CreationDate,>=,1279569403#1507
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410353484,p.PostTypeId,=,1,p.ViewCount,<=,5446,p.CommentCount,<=,23,p.FavoriteCount,<=,9#20919
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,0,p.Score,<=,22,p.AnswerCount,<=,8,p.CreationDate,>=,1280768888,p.CreationDate,<=,1410141372#64876
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410301243,p.Score,>=,0,p.Score,<=,20,p.ViewCount,>=,0,p.FavoriteCount,>=,0#21582
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.Score,<=,26,p.ViewCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,8#29560
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280088933,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,13,p.FavoriteCount,<=,9#28220
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279906329,c.CreationDate,<=,1410022740,p.ViewCount,<=,3272,p.CommentCount,>=,0,p.CommentCount,<=,17,p.CreationDate,<=,1410527576#85211
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.Score,>=,-1,p.Score,<=,18,p.CommentCount,>=,0,p.CreationDate,>=,1279628957,p.CreationDate,<=,1410238051#23905
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.CommentCount,<=,15#64253
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,3092,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,16,p.FavoriteCount,=,0#2050
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,41,p.ViewCount,>=,0,p.AnswerCount,<=,4#65372
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,<=,27,p.CommentCount,>=,0,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5#25920
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1282596797,p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,33,p.ViewCount,>=,0,p.ViewCount,<=,6880#87270
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281470430,c.CreationDate,<=,1410387070,p.Score,>=,0,p.AnswerCount,>=,0,p.CommentCount,<=,16,p.FavoriteCount,<=,8#28445
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279572877,c.CreationDate,<=,1410007425,p.PostTypeId,=,1,p.ViewCount,<=,10402,p.CommentCount,>=,0,p.FavoriteCount,>=,0#30772
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.Score,>=,-1,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CreationDate,>=,1283177964,p.CreationDate,<=,1410287888#13859
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1283534745,c.CreationDate,<=,1409697385,p.Score,>=,-3,p.Score,<=,15,p.AnswerCount,>=,0#64313
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410296585,p.PostTypeId,=,1,p.CommentCount,>=,0,p.FavoriteCount,<=,9,p.CreationDate,>=,1279619445#21493
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410128717,p.ViewCount,<=,2641,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,<=,8,p.CreationDate,<=,1407921610#26104
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,<=,1410596427,p.PostTypeId,=,1,p.CommentCount,>=,0,p.CommentCount,<=,8,p.CreationDate,>=,1282139428#12232
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.Score,<=,13,p.ViewCount,>=,0,p.ViewCount,<=,8532,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3#4211
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279582119,p.PostTypeId,=,1,p.Score,<=,18,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,>=,0#29945
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,0,p.Score,<=,22,p.ViewCount,>=,0,p.CreationDate,>=,1285680480,p.CreationDate,<=,1408999869#63248
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1282742700,c.CreationDate,<=,1410397176,p.PostTypeId,=,1,p.ViewCount,>=,0,p.CommentCount,<=,13#63069
