comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280228667,p.Score,>=,-3,p.ViewCount,>=,0,p.ViewCount,<=,2352,p.CommentCount,>=,0,p.CommentCount,<=,13,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3#22974
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-5,p.Score,<=,20,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3,p.CreationDate,>=,1280248662#17871
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1283520162,c.CreationDate,<=,1409690531,p.Score,>=,-1,p.Score,<=,13,p.CommentCount,<=,11,p.FavoriteCount,<=,10,p.CreationDate,>=,1279568600,p.CreationDate,<=,1408614112#25416
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,37,p.ViewCount,>=,0,p.AnswerCount,<=,13,p.CommentCount,<=,14,p.FavoriteCount,<=,21#20970
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1284518059,c.CreationDate,<=,1410273315,p.ViewCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,>=,0,p.FavoriteCount,<=,190,p.CreationDate,>=,1281312013,p.CreationDate,<=,1410196885#28811
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1282939515,p.ViewCount,>=,0,p.ViewCount,<=,1622,p.CommentCount,<=,16,p.FavoriteCount,>=,0,p.CreationDate,>=,1279617965,p.CreationDate,<=,1410120315#17897
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280192840,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,12,p.AnswerCount,<=,4,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3#24733
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,<=,30,p.ViewCount,<=,10520,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CreationDate,>=,1281717825,p.CreationDate,<=,1410518178#65125
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410193082,p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,1606,p.AnswerCount,=,3,p.FavoriteCount,>=,0,p.FavoriteCount,<=,6#1708
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,-1,p.ViewCount,<=,1193,p.AnswerCount,<=,3,p.FavoriteCount,>=,0,p.FavoriteCount,<=,8,p.CreationDate,>=,1281625867,p.CreationDate,<=,1410131660#22488
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279576277,p.PostTypeId,=,1,p.Score,>=,-2,p.ViewCount,<=,6776,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,11,p.CreationDate,>=,1280259246#29515
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.CommentCount,>=,0,p.CommentCount,<=,16,p.FavoriteCount,>=,0,p.CreationDate,>=,1279573479,p.CreationDate,<=,1410436730#29300
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280783024,p.Score,>=,0,p.Score,<=,11,p.ViewCount,<=,13453,p.CommentCount,>=,0,p.CommentCount,<=,21,p.CreationDate,>=,1279602153#63203
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1280714876,c.CreationDate,<=,1410028515,p.PostTypeId,=,1,p.CommentCount,<=,11,p.FavoriteCount,<=,15,p.CreationDate,>=,1279567186,p.CreationDate,<=,1409781733#4708
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,19,p.CommentCount,>=,0,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.FavoriteCount,<=,17#20042
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280247151,c.CreationDate,<=,1410486494,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5,p.CreationDate,<=,1410374123#26252
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280331422,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,23,p.ViewCount,>=,0,p.ViewCount,<=,28339,p.AnswerCount,>=,0,p.FavoriteCount,<=,7#29112
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,6191,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,20,p.FavoriteCount,>=,0,p.FavoriteCount,<=,9#29119
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1280245233,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,16,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,<=,5#4568
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280345766,p.Score,<=,52,p.ViewCount,<=,1479,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.FavoriteCount,<=,30#18272
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410553336,p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,9231,p.CommentCount,>=,0,p.CommentCount,<=,13,p.CreationDate,<=,1409843021#62769
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.ViewCount,>=,0,p.ViewCount,<=,34780,p.AnswerCount,=,0,p.CommentCount,<=,10,p.FavoriteCount,>=,0,p.FavoriteCount,<=,21,p.CreationDate,>=,1279582458#3492
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1284652407,p.PostTypeId,=,1,p.Score,>=,-1,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.FavoriteCount,<=,30,p.CreationDate,>=,1279610278,p.CreationDate,<=,1409740970#29413
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-1,p.Score,<=,78,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.CommentCount,<=,13,p.CreationDate,<=,1409515315#60001
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280350503,p.AnswerCount,>=,0,p.AnswerCount,<=,6,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.FavoriteCount,<=,7,p.CreationDate,>=,1279732413,p.CreationDate,<=,1409347748#26321
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279637659,p.PostTypeId,=,1,p.Score,>=,-3,p.Score,<=,16,p.ViewCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,11#29333
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-2,p.ViewCount,>=,0,p.ViewCount,<=,5012,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3,p.CreationDate,<=,1409779040#18583
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281681283,p.Score,>=,0,p.Score,<=,17,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.CreationDate,>=,1280213529#25887
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,-1,p.Score,<=,59,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.CommentCount,<=,15,p.FavoriteCount,>=,0#19395
comments c,posts p#c.PostId=p.Id#p.ViewCount,<=,13526,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.CommentCount,>=,0,p.CommentCount,<=,12,p.FavoriteCount,>=,0,p.CreationDate,>=,1285857349,p.CreationDate,<=,1410292736#27051
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1278798609,c.CreationDate,<=,1408688090,p.PostTypeId,=,1,p.Score,=,1,p.CommentCount,>=,0,p.CommentCount,<=,11,p.CreationDate,<=,1409933345#14032
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1409848139,p.ViewCount,>=,0,p.ViewCount,<=,12366,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,>=,1279999559,p.CreationDate,<=,1406364065#21337
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,=,1408359853,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,15,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5,p.CreationDate,<=,1409241129#1
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1282369803,c.CreationDate,<=,1410488721,p.Score,<=,109,p.ViewCount,>=,0,p.ViewCount,<=,3220,p.AnswerCount,<=,8,p.FavoriteCount,<=,6#4508
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279592282,c.CreationDate,<=,1410623709,p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,17534,p.CommentCount,=,2,p.FavoriteCount,>=,0#2563
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,>=,-4,p.Score,<=,23,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.CommentCount,>=,0,p.FavoriteCount,=,0,p.CreationDate,>=,1281973592#1558
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1281364662,c.CreationDate,<=,1410386554,p.PostTypeId,=,1,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,2,p.CreationDate,>=,1280173793,p.CreationDate,<=,1407858354#77175
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279973763,p.Score,<=,34,p.ViewCount,>=,0,p.ViewCount,<=,6936,p.CommentCount,>=,0,p.CommentCount,<=,11,p.CreationDate,<=,1410409364#60844
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1282201559,c.CreationDate,<=,1410379238,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4#19274
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,18,p.ViewCount,>=,0,p.ViewCount,<=,6383,p.FavoriteCount,>=,0,p.FavoriteCount,<=,5,p.CreationDate,>=,1292351449,p.CreationDate,<=,1409928590#19186
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279921212,c.CreationDate,<=,1409607078,p.Score,>=,-2,p.ViewCount,<=,7210,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.FavoriteCount,>=,0,p.FavoriteCount,<=,9#26785
comments c,posts p#c.PostId=p.Id#c.Score,=,4,p.Score,>=,0,p.Score,<=,17,p.ViewCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,=,0,p.CreationDate,>=,1280049239,p.CreationDate,<=,1409653264#28
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,>=,1279906329,p.Score,>=,-1,p.Score,<=,29,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3,p.CreationDate,>=,1279612530,p.CreationDate,<=,1410203488#4285
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,20,p.AnswerCount,=,4,p.CommentCount,>=,0,p.CommentCount,<=,10,p.CreationDate,>=,1285855088,p.CreationDate,<=,1409008665#1579
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,21948,p.AnswerCount,>=,0,p.CommentCount,=,1,p.FavoriteCount,>=,0,p.FavoriteCount,<=,10,p.CreationDate,>=,1281046580,p.CreationDate,<=,1410366946#1898
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1280868768,c.CreationDate,<=,1410524117,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,6,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4#19790
comments c,posts p#c.PostId=p.Id#p.Score,>=,0,p.ViewCount,<=,1125,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,20,p.CreationDate,>=,1279566959,p.CreationDate,<=,1408125914#23303
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1283893119,p.PostTypeId,=,1,p.Score,<=,22,p.AnswerCount,<=,4,p.CommentCount,>=,0,p.CommentCount,<=,14,p.FavoriteCount,>=,0,p.FavoriteCount,<=,23#27418
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410549079,p.ViewCount,>=,0,p.ViewCount,<=,37288,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,>=,1279725693,p.CreationDate,<=,1407943522#21859
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,>=,0,p.CommentCount,<=,30,p.FavoriteCount,>=,0,p.FavoriteCount,<=,6#3749
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.ViewCount,<=,1797,p.AnswerCount,>=,0,p.AnswerCount,<=,7,p.FavoriteCount,>=,0,p.FavoriteCount,<=,9,p.CreationDate,>=,1280259246,p.CreationDate,<=,1409931810#25629
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279744955,c.CreationDate,<=,1410599694,p.PostTypeId,=,1,p.Score,>=,-3,p.ViewCount,<=,14608,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,<=,1409828866#30888
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,<=,1410464594,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,17,p.CreationDate,>=,1233584698,p.CreationDate,<=,1409818530#21990
badges b,users u#b.UserId=u.Id#b.Date,>=,1279569846,b.Date,<=,1409348348,u.Reputation,>=,1,u.Views,>=,0,u.Views,<=,46,u.DownVotes,>=,0,u.DownVotes,<=,1,u.CreationDate,>=,1289352663#54303
badges b,users u#b.UserId=u.Id#b.Date,>=,1279625951,u.Views,>=,0,u.Views,<=,56,u.DownVotes,>=,0,u.DownVotes,<=,0,u.UpVotes,>=,0,u.CreationDate,>=,1280238242,u.CreationDate,<=,1410187429#56979
badges b,users u#b.UserId=u.Id#b.Date,<=,1409757627,u.Reputation,>=,1,u.Reputation,<=,206,u.DownVotes,>=,0,u.DownVotes,<=,0,u.UpVotes,=,0,u.CreationDate,>=,1279567655,u.CreationDate,<=,1410373294#26016
badges b,users u#b.UserId=u.Id#b.Date,>=,1280199824,u.Reputation,>=,1,u.Reputation,<=,230,u.Views,=,2,u.DownVotes,>=,0,u.DownVotes,<=,1,u.CreationDate,>=,1280172517,u.CreationDate,<=,1409719624#5633
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Reputation,<=,1410,u.Views,<=,45,u.DownVotes,>=,0,u.DownVotes,<=,0,u.UpVotes,>=,0,u.UpVotes,<=,87,u.CreationDate,>=,1285518404#54268
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Reputation,<=,4767,u.Views,<=,55,u.DownVotes,>=,0,u.DownVotes,<=,0,u.UpVotes,>=,0,u.UpVotes,<=,33,u.CreationDate,=,1360900492#4
badges b,users u#b.UserId=u.Id#b.Date,>=,1279570447,b.Date,<=,1409251350,u.Views,>=,0,u.Views,<=,18,u.DownVotes,>=,0,u.UpVotes,>=,0,u.UpVotes,<=,146,u.CreationDate,>=,1279566509#49622
badges b,users u#b.UserId=u.Id#b.Date,>=,1280370539,b.Date,<=,1408646515,u.Reputation,>=,1,u.Reputation,<=,363,u.UpVotes,>=,0,u.UpVotes,<=,25,u.CreationDate,>=,1280409627,u.CreationDate,<=,1410394615#53252
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Reputation,<=,121,u.Views,>=,0,u.Views,<=,61,u.DownVotes,>=,0,u.DownVotes,<=,0,u.UpVotes,=,0,u.CreationDate,>=,1281533358#25002
badges b,users u#b.UserId=u.Id#b.Date,<=,1410499572,u.Reputation,<=,386,u.Views,>=,0,u.Views,<=,127,u.DownVotes,>=,0,u.UpVotes,>=,0,u.CreationDate,>=,1289247980,u.CreationDate,<=,1410160800#55998
badges b,users u#b.UserId=u.Id#u.Reputation,>=,1,u.Views,>=,0,u.Views,<=,83,u.DownVotes,<=,0,u.UpVotes,>=,0,u.UpVotes,<=,42,u.CreationDate,>=,1283953461,u.CreationDate,<=,1408735940#54814
badges b,users u#b.UserId=u.Id#b.Date,>=,1284133758,u.Reputation,<=,563,u.Views,>=,0,u.DownVotes,>=,0,u.DownVotes,<=,0,u.UpVotes,>=,0,u.UpVotes,<=,6,u.CreationDate,=,1390573017#2
badges b,users u#b.UserId=u.Id#b.Date,>=,1291070194,b.Date,<=,1409572881,u.Reputation,>=,1,u.Views,>=,0,u.Views,<=,523,u.DownVotes,>=,0,u.UpVotes,>=,0,u.UpVotes,<=,170#66064
badges b,users u#b.UserId=u.Id#b.Date,<=,1410189505,u.Reputation,>=,1,u.Reputation,<=,374,u.Views,>=,0,u.DownVotes,>=,0,u.DownVotes,<=,8,u.UpVotes,<=,13,u.CreationDate,<=,1409497944#52351
badges b,users u#b.UserId=u.Id#b.Date,>=,1289273011,b.Date,<=,1410398923,u.Views,>=,0,u.Views,<=,22,u.UpVotes,>=,0,u.UpVotes,<=,61,u.CreationDate,>=,1279574571,u.CreationDate,<=,1409816088#50847
