query,latency_ms
0,217.514
1,124.851
10,236.462
100,68.021
101,156.651
102,342.954
103,1299.734
104,68.989
105,2729.802
106,780.13
107,574.587
108,119.408
109,2861.602
11,2844.574
110,64.867
111,328.908
112,111.556
113,496.827
114,151.299
115,698.624
116,2737.419
117,124.161
118,330.806
119,105.395
12,210.055
120,228.913
121,204.177
122,109.904
123,13971.219
124,286.28
125,217.997
126,303.24
127,103.772
128,401.332
129,129.09
13,91.005
130,2809.866
131,359.355
132,128.104
133,660.736
134,483.486
135,122.446
136,118.566
137,424.228
138,11076.976
139,209.381
14,487.275
140,722.913
141,684.212
142,177.776
143,203.207
144,42.198
145,210.701
146,313.985
147,66.933
148,148.982
149,125.615
15,150.751
150,2889.234
151,70.034
152,2945.746
153,474.768
154,2113.279
155,348.504
156,525.707
157,91.89
158,2641671.837
159,535.458
16,406.038
160,4044.126
161,105.192
162,91.563
163,1162.846
164,196.205
165,430.153
166,320.068
167,14073.061
168,46.558
169,232.395
17,282.701
170,112.985
171,126.509
172,88.154
173,1847.7
174,19186.988
175,150.712
176,22.693
177,8467.826
178,130.276
179,453.768
18,794.862
180,340.487
181,261.461
182,6692.876
183,152.883
184,1855.114
185,52.863
186,147.289
187,97.271
188,277.377
189,100.396
19,1857.306
190,232.376
191,97656.043
192,657.087
193,173.723
194,238.368
195,1843.19
196,73.423
197,1102.782
198,72.05
199,42.397
2,193.657
20,232.63
21,290.326
22,90.341
23,83.987
24,195.427
25,231.383
26,82.045
27,1217.957
28,131.695
29,45254.609
3,108.752
30,1382.722
31,696.665
32,54.003
33,378.914
34,101.81
35,1293.353
36,188.876
37,142.116
38,2901.281
39,345.501
4,178.802
40,69.071
41,105.494
42,342.968
43,10985.427
44,2762.854
45,3120.812
46,2166.832
47,5546.405
48,124.779
49,161.806
5,1758.166
50,279.759
51,256.027
52,26351.735
53,87.76
54,206.387
55,246.649
56,381.867
57,203.351
58,57.702
59,156.831
6,8990.499
60,311740.659
61,262.787
62,150.555
63,120.495
64,708.306
65,93.782
66,158.52
67,1864.85
68,106.926
69,540.879
7,44906.082
70,130.343
71,646.609
72,234.337
73,124.972
74,124.668
75,384.077
76,63.613
77,575.382
78,489.348
79,388.083
8,336.255
80,101.714
81,27011.87
82,171.444
83,6345.394
84,589.326
85,470.359
86,176.117
87,116.449
88,59.749
89,464.792
9,91.439
90,100.73
91,51.236
92,183.264
93,1259.33
94,2772.083
95,184.338
96,218.029
97,29587.604
98,1496.246
99,165.983
all,3427835.4720000005
