query,latency_ms
0,1099.136
1,470.962
10,46.742
100,47.504
101,160.664
102,159.98
103,96.403
104,69.889
105,99.668
106,49.109
107,51.091
108,35189.506
109,1426.301
11,228.031
110,2251.088
111,1435.752
112,1458.289
113,162.797
114,2155.409
115,1232.787
116,212.714
117,550.292
118,140.204
119,1264.371
12,183.778
120,2248.389
121,352.413
122,1418.711
123,15117.23
124,2220.12
125,1559.915
126,49.722
127,2298.412
128,22800.148
129,262.348
13,52.322
130,70.873
131,48.298
132,287.052
133,90.717
134,7493.326
135,45.488
136,38.123
137,241.553
138,60654.372
139,140.082
14,223.277
140,45.763
141,1465.3
142,35592.536
143,44.54
144,1055.609
145,47.288
146,292.609
147,44.999
148,101.879
149,22649.477
15,1448.684
150,272.464
151,97.624
152,287.608
153,22504.932
154,270.522
155,34.791
156,575.789
157,66.304
158,2312.187
159,144.352
16,196.477
160,296.067
161,540.498
162,284.993
163,94.433
164,290.118
165,2291.582
166,52.402
167,1748.241
168,2256.084
169,45.696
17,48.135
170,2283.271
171,2281.502
172,296.808
173,22417.677
174,1052.197
175,303.341
176,63.612
177,68.365
178,297.528
179,48.883
18,45.781
180,293.721
181,48.688
182,1050.027
183,47.232
184,192.909
185,3725.118
186,35272.196
187,34630.618
188,35556.339
189,534.283
19,1587.866
190,2160.674
191,89.893
192,608.011
193,37.381
194,125.6
195,288.116
196,2194.872
197,1768.753
198,285.9
199,182.639
2,1051.817
20,1301.165
21,48.454
22,163.428
23,49.173
24,1067.315
25,128.137
26,91.08
27,2271.139
28,228.415
29,47.899
3,1453.8
30,283.599
31,35570.475
32,34988.338
33,1165.638
34,505.717
35,47.547
36,45.805
37,46.318
38,52.149
39,47.547
4,348.033
40,2193.227
41,58.946
42,2243.48
43,34407.4
44,22495.382
45,292.905
46,46.227
47,22531.612
48,562.877
49,35509.551
5,1436.299
50,1582.312
51,224.535
52,98.004
53,54.298
54,306.909
55,2212.588
56,22373.315
57,1401.573
58,100.134
59,1407.485
6,47.349
60,46.809
61,1431.812
62,1101.12
63,2202.007
64,41.268
65,121.586
66,223.56
67,1110.839
68,7543.547
69,70.092
7,1699.7
70,128.641
71,49.811
72,140.431
73,2177.857
74,1180.653
75,2207.205
76,22355.496
77,1532.628
78,568.3
79,163.825
8,34960.46
80,99.141
81,35151.046
82,97.156
83,422.325
84,731.99
85,3767.012
86,92.471
87,22531.458
88,44.574
89,147.894
9,291.972
90,46.998
91,50.866
92,141.421
93,59.724
94,1596.115
95,104.613
96,1381.432
97,489.204
98,190.002
99,44.212
all,796423.8109999996
