query,latency_ms
0,73.732
1,86.637
10,55.467
100,531.18
101,3982.908
102,163.115
103,199.139
104,207.408
105,65.754
106,214.098
107,1578.555
108,76.375
109,108.902
11,228.309
110,90.843
111,186.339
112,176.231
113,200.158
114,64.414
115,238.84
116,122.905
117,275.534
118,79.429
119,92.956
12,53917.549
120,58.516
121,76.286
122,194.835
123,148.28
124,177.009
125,207.931
126,261.674
127,199.176
128,81.733
129,194.874
13,102.081
130,156.271
131,434.637
132,132.751
133,180.732
134,113.727
135,202.285
136,198.338
137,84.421
138,564.832
139,156.089
14,3076.302
140,119.924
141,125.885
142,105.245
143,77.265
144,211.091
145,178.969
146,14193.815
147,70.642
148,112.474
149,227.379
15,137.588
150,117.037
151,175.871
152,148.691
153,591.75
154,65.289
155,119.853
156,147.889
157,78.636
158,819.238
159,48.954
16,107.026
160,159.841
161,180.201
162,146.573
163,1548.254
164,246.096
165,75.492
166,86.055
167,179.574
168,391.018
169,130.049
17,132.518
170,111.425
171,126.157
172,98.866
173,56.927
174,166.777
175,201.335
176,53.798
177,95967.653
178,107.939
179,149.462
18,118.763
180,138.114
181,23.683
182,41.048
183,174.665
184,74.315
185,176.37
186,218.089
187,101.177
188,64.381
189,47.979
19,10043.75
190,121.368
191,231.422
192,232.709
193,57.231
194,214.246
195,140.435
196,155.029
197,60.171
198,85.644
199,404.367
2,168.61
20,125.617
21,107.734
22,100.635
23,303.887
24,81.936
25,113.183
26,168.944
27,248.793
28,208.504
29,87.067
3,170.426
30,507.584
31,32134.018
32,130.814
33,179.409
34,72.765
35,83.118
36,227.23
37,75.047
38,176.977
39,1460.392
4,88.836
40,156.69
41,393.401
42,180.053
43,152.124
44,192296.621
45,134.161
46,99.628
47,310.477
48,156.411
49,142.695
5,132.921
50,130.996
51,189.034
52,178.56
53,345.933
54,164.535
55,124.804
56,2102.29
57,137.41
58,1265.061
59,90.202
6,224.393
60,809.871
61,192.128
62,29080.38
63,126.461
64,59.479
65,24659.711
66,351.046
67,173.571
68,137.121
69,156.896
7,333.198
70,173.258
71,146.489
72,107.271
73,112.6
74,223.333
75,614.892
76,246.426
77,134.668
78,145.87
79,231.662
8,130.783
80,113.313
81,96698.943
82,291.49
83,143.413
84,78.197
85,194.389
86,105.934
87,4583.636
88,480.41
89,63.547
9,512.348
90,149.023
91,6431.85
92,512.111
93,155.342
94,165.041
95,83.87
96,147.891
97,156.402
98,251.634
99,241.868
all,607278.7259999999
