query,latency_ms
0,977.455
1,6763.564
10,5720.713
100,12037.967
101,10686.272
102,1135.361
103,22306.546
104,1836.233
105,88725.225
106,4481.259
107,11919.488
108,10964.13
109,3973.385
11,9596.281
110,240976.981
111,304.327
112,278.499
113,9473.874
114,49990.435
115,13141.744
116,21245.122
117,14407.534
118,16891.687
119,522667.177
12,1967.458
120,282637.377
121,67776.925
122,1709.203
123,31801.079
124,8323.309
125,1129.148
126,1980.196
127,36614.108
128,18005.436
129,4725.411
13,1292.08
130,8314.115
131,3840.85
132,1570.782
133,3803.131
134,28560.016
135,43030.453
136,2876.531
137,384200.194
138,735.075
139,3221.943
14,42768.621
140,793.416
141,82523.306
142,315.473
143,3781.71
144,6119.36
145,12141.155
146,44018.074
147,1604.399
148,3379.584
149,2930.483
15,370.759
150,296.317
151,1254.872
152,1595.126
153,601410.428
154,80079.597
155,1017.553
156,2586.983
157,251210.093
158,92214.566
159,1109.009
16,2820.742
160,60175.445
161,514.51
162,140391.341
163,1265.356
164,6099.176
165,291.318
166,15853.758
167,50985.849
168,4805.531
169,777.39
17,145748.57
170,398.004
171,2338.942
172,1804.388
173,101449.276
174,95034.878
175,5239.205
176,598.317
177,64613.843
178,2129.459
179,17625.609
18,3470.698
180,7037.456
181,269.914
182,769.262
183,1187.554
184,43230.538
185,988.955
186,92785.802
187,5007.446
188,795761.137
189,5349.105
19,26435.849
190,104236.35
191,2095.184
192,283529.936
193,24868.084
194,1822.015
195,8678.379
196,325492.824
197,2169.809
198,1823.035
199,295.177
2,2118.898
20,1654.212
21,8150.55
22,2320.99
23,34644.736
24,1808954.829
25,3358.765
26,1536.164
27,302.405
28,6545.53
29,13238.757
3,52574.849
30,901.095
31,39943.107
32,33645.392
33,1526.139
34,3016.279
35,759.788
36,2113.203
37,3198.07
38,9298.692
39,1366295.574
4,740.999
40,62794.747
41,158144.346
42,185207.709
43,357.485
44,393.683
45,4843.871
46,25748.769
47,19967.673
48,15710.292
49,322788.502
5,41102.069
50,320.317
51,575.887
52,1725.784
53,1138.646
54,67469.631
55,2078.113
56,992.684
57,1461.706
58,348040.919
59,1226349.626
6,57172.896
60,72910.881
61,776.624
62,293.662
63,46717.638
64,2809.379
65,765.697
66,1198.43
67,1679.42
68,99989.89
69,16433.336
7,31642.227
70,1500.671
71,1843.679
72,685.419
73,33566.005
74,1618.997
75,89628.821
76,515.634
77,265306.06
78,1326.277
79,172787.351
8,162136.519
80,1561.613
81,314.371
82,89562.729
83,2970.132
84,2668.759
85,6818.347
86,1488.732
87,717283.374
88,65116.3
89,522865.23
9,50299.907
90,1603.649
91,813.283
92,6945.294
93,6577.199
94,7226.609
95,4863.5
96,70717.071
97,7339.696
98,377.384
99,296.966
all,14225469.518999998
