query,latency_ms
0,821.967
1,724.929
10,6995.161
100,2681.13
101,446.694
102,1732.593
103,14659.119
104,549.608
105,293.286
106,911.552
107,1733.121
108,1524.214
109,779.134
11,551.45
110,451.17
111,489.358
112,11138.071
113,1607.323
114,2485.623
115,866.727
116,1464.008
117,2370.118
118,2099.46
119,2650.483
12,704.775
120,15938.897
121,919.809
122,1043.96
123,639.061
124,298.451
125,10490.757
126,2563.29
127,908.766
128,258.676
129,2478.499
13,651.041
130,553.625
131,1003.19
132,524.741
133,570.317
134,539.038
135,576.955
136,5592.398
137,3656.117
138,364.665
139,10487.678
14,1042.2
140,601.488
141,782.247
142,511.114
143,1732.294
144,2349.069
145,488.116
146,520.881
147,523.691
148,3147.137
149,1526.421
15,2753.425
150,14648.618
151,1716.699
152,1756.752
153,2598.488
154,1117.293
155,1343.597
156,7935.382
157,3316.447
158,479.196
159,962.508
16,2635.338
160,1219.253
161,459.932
162,6795.632
163,707.309
164,1806.942
165,10112.054
166,1570.075
167,464.022
168,588.868
169,2567.212
17,772.439
170,758.178
171,2409.973
172,390.222
173,1097.883
174,474.298
175,640.72
176,776.442
177,750.567
178,1831.384
179,537.679
18,961.9
180,2293.551
181,687.152
182,1344.932
183,902.253
184,542.628
185,9966.107
186,2045.087
187,612.047
188,3362.395
189,10056.753
19,1734.241
190,416.982
191,13876.768
192,7917.749
193,6854.779
194,394.862
195,8255.058
196,647.731
197,2033.885
198,12380.937
199,2649.587
2,709.099
20,6089.627
21,602.16
22,788.553
23,360.188
24,631.527
25,1635.429
26,1664.774
27,2419.482
28,2245.35
29,563.413
3,704.727
30,923.615
31,14501.69
32,1003.809
33,629.748
34,6043.117
35,3109.343
36,612.515
37,5658.727
38,950.911
39,8114.45
4,14545.077
40,5791.696
41,3922.602
42,548.335
43,8182.73
44,745.048
45,2636.61
46,866.159
47,406.63
48,725.553
49,785.342
5,699.177
50,509.896
51,8185.611
52,543.999
53,949.432
54,444.878
55,900.064
56,552.644
57,910.705
58,1562.975
59,7324.432
6,956.332
60,5413.233
61,604.076
62,14186.758
63,1720.025
64,6178.645
65,13683.593
66,11836.614
67,625.608
68,3113.145
69,1592.132
7,2410.844
70,1864.634
71,517.965
72,1315.428
73,1579.531
74,828.175
75,1619.216
76,2064.376
77,1513.442
78,518.224
79,864.189
8,1816.139
80,568.498
81,858.627
82,480.526
83,700.706
84,1082.25
85,4672.6
86,713.195
87,12972.569
88,336.024
89,3671.184
9,514.936
90,422.595
91,480.011
92,1561.926
93,1495.528
94,716.43
95,2506.281
96,4916.899
97,1070.781
98,1190.197
99,1036.024
all,542439.8340000001
