posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.PostTypeId,=,1,p.AnswerCount,>=,0,pl.LinkTypeId,=,1,pl.CreationDate,<=,1407966642,ph.CreationDate,>=,1295454010,v.CreationDate,>=,1279584000,u.Views,>=,0,u.DownVotes,<=,3,u.CreationDate,>=,1279579552#583465920
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.Score,<=,35,p.CommentCount,>=,0,p.CreationDate,>=,1286999665,ph.PostHistoryTypeId,=,2,ph.CreationDate,<=,1404719237,v.CreationDate,<=,1410652800,u.Views,=,0,u.DownVotes,<=,0,u.UpVotes,<=,61#6286
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.ViewCount,>=,0,p.ViewCount,<=,7263,p.CreationDate,>=,1279628799,p.CreationDate,<=,1409043762,pl.LinkTypeId,=,1,v.BountyAmount,>=,0,b.Date,<=,1409740334,u.DownVotes,<=,2,u.UpVotes,<=,121#6879583
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.Score,<=,11,p.CommentCount,<=,20,pl.CreationDate,>=,1334583197,pl.CreationDate,<=,1410114532,ph.PostHistoryTypeId,=,25,ph.CreationDate,>=,1308604985,u.Reputation,>=,1,u.Reputation,<=,126,u.UpVotes,<=,22#75886
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.CommentCount,=,2,p.FavoriteCount,<=,9,ph.CreationDate,>=,1287580386,ph.CreationDate,<=,1410293021,v.CreationDate,>=,1279670400,u.Reputation,>=,1,u.Views,<=,220#13896005
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.CommentCount,>=,0,p.CreationDate,<=,1408717844,u.Reputation,>=,1,u.Views,>=,0,u.Views,<=,6,u.UpVotes,<=,20#599180
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,=,6,p.FavoriteCount,>=,0,pl.CreationDate,<=,1409324781,ph.PostHistoryTypeId,=,3,v.CreationDate,<=,1410566400#1916668
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.PostTypeId,=,1,p.Score,>=,-4,p.Score,<=,11,p.CommentCount,<=,10,p.FavoriteCount,=,0,ph.PostHistoryTypeId,=,3,ph.CreationDate,<=,1410360910,u.UpVotes,>=,0,u.UpVotes,<=,53#356893
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.FavoriteCount,>=,0,p.CreationDate,>=,1280504608,pl.LinkTypeId,=,1,u.Views,=,0#45635
posts p,postLinks pl,postHistory ph,votes v,badges b,users u#p.Id=pl.RelatedPostId,u.Id=p.OwnerUserId,u.Id=b.UserId,u.Id=ph.UserId,u.Id=v.UserId#p.PostTypeId,=,1,p.Score,<=,71,p.ViewCount,<=,12979,pl.CreationDate,<=,1402502952,v.BountyAmount,>=,0,v.CreationDate,>=,1279497600,u.DownVotes,<=,0,u.UpVotes,>=,0,u.UpVotes,<=,51#1815418
