comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,c.CreationDate,>=,1279671805,c.CreationDate,<=,1410558772,p.ViewCount,<=,6586,p.AnswerCount,<=,8,p.CommentCount,=,10,p.CreationDate,<=,1410556452,pl.CreationDate,>=,1285915847#859
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,p.ViewCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,6,pl.LinkTypeId,=,1#8963
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.Score,>=,-6,p.AnswerCount,>=,0,p.FavoriteCount,<=,34,pl.LinkTypeId,=,3#369
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.ViewCount,>=,0,p.ViewCount,<=,5197,p.CommentCount,>=,0,p.CommentCount,<=,11,p.CreationDate,>=,1280185479,p.CreationDate,<=,1410291457,pl.LinkTypeId,=,1#27437
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,c.CreationDate,>=,1288862186,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.CommentCount,>=,0,pl.CreationDate,>=,1327438496#21770
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.CreationDate,>=,1280792947,p.ViewCount,>=,0,p.ViewCount,<=,12732,p.CommentCount,<=,11,p.CreationDate,>=,1279575489#30448
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,c.CreationDate,<=,1410041498,p.Score,<=,61,p.AnswerCount,>=,0,p.CommentCount,>=,0,p.CommentCount,<=,9,pl.LinkTypeId,=,1#18034
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.ViewCount,>=,0,p.ViewCount,<=,1844,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4,p.CreationDate,>=,1282036290,p.CreationDate,<=,1409201190,pl.LinkTypeId,=,1#10083
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,c.CreationDate,>=,1280229381,c.CreationDate,<=,1410646050,p.FavoriteCount,=,0#695
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.CommentCount,<=,9,pl.LinkTypeId,=,1#26520
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,p.CommentCount,>=,0,p.CommentCount,<=,17,pl.CreationDate,<=,1403484882#21256
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.Score,<=,26,p.CommentCount,>=,0,p.CommentCount,<=,12,p.CreationDate,>=,1280715630,p.CreationDate,<=,1410524124,pl.LinkTypeId,=,1#28667
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,p.ViewCount,<=,37435,p.CreationDate,>=,1281062889,pl.LinkTypeId,=,1,pl.CreationDate,<=,1404114666#20854
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,1,c.CreationDate,>=,1280942716,p.PostTypeId,=,1,p.FavoriteCount,>=,0,p.FavoriteCount,<=,3,p.CreationDate,>=,1279567186#1963
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,p.PostTypeId,=,1,p.ViewCount,<=,9880,p.CommentCount,>=,0,p.CommentCount,<=,17,pl.LinkTypeId,=,1,pl.CreationDate,<=,1405601469#20147
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.AnswerCount,>=,0,p.CommentCount,>=,0,p.FavoriteCount,<=,3,p.CreationDate,<=,1410650100#11343
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.PostTypeId,=,1,p.CommentCount,>=,0,pl.LinkTypeId,=,1#33040
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,1,p.Score,<=,12,pl.CreationDate,>=,1319142491#5370
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.CreationDate,<=,1410423591#35262
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.CreationDate,>=,1280308990,c.CreationDate,<=,1410659253,p.PostTypeId,=,1,p.Score,>=,-1,p.AnswerCount,<=,2,p.FavoriteCount,>=,0,p.FavoriteCount,<=,27,pl.LinkTypeId,=,1#10559
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.CommentCount,<=,11,p.CreationDate,>=,1279896194,p.CreationDate,<=,1410644370#19873
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.CreationDate,<=,1410301991,p.PostTypeId,=,1,p.AnswerCount,<=,5,p.FavoriteCount,>=,0#14618
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.Score,<=,20,p.ViewCount,>=,0,p.ViewCount,<=,25597,p.AnswerCount,<=,5,p.CommentCount,>=,0,p.FavoriteCount,<=,5#12598
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.Score,>=,-1,p.Score,<=,56,p.ViewCount,<=,5789,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.CommentCount,<=,19,p.FavoriteCount,>=,0,pl.CreationDate,<=,1409502488#12010
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,c.CreationDate,>=,1279974451,c.CreationDate,<=,1409248128,p.PostTypeId,=,1,p.ViewCount,>=,0,p.CreationDate,>=,1280856296#24136
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.PostTypeId,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,6,pl.LinkTypeId,=,1,pl.CreationDate,>=,1287666399#31767
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,p.AnswerCount,>=,0,p.CommentCount,<=,11,p.CreationDate,>=,1280412260,p.CreationDate,<=,1409779040,pl.CreationDate,>=,1297966722,pl.CreationDate,<=,1407298265#19842
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,1,c.CreationDate,>=,1280514919,p.Score,<=,20,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CreationDate,<=,1409216256,pl.LinkTypeId,=,1,pl.CreationDate,>=,1313066828#5037
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.ViewCount,<=,17023,p.FavoriteCount,<=,3,pl.LinkTypeId,=,1#10968
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,1,p.CreationDate,>=,1280331421#6251
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.Score,>=,-2,p.Score,<=,12,p.ViewCount,<=,34458,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,>=,0,p.CommentCount,<=,21#31451
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.Score,>=,0,p.Score,<=,13,p.AnswerCount,<=,5,p.CommentCount,>=,0,p.CommentCount,<=,14,pl.CreationDate,>=,1287500562#29821
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#c.Score,=,0,p.PostTypeId,=,1,p.AnswerCount,<=,4,p.CommentCount,<=,11#20711
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.PostTypeId,=,1,p.Score,>=,-4,p.Score,<=,22,p.ViewCount,<=,5222,p.AnswerCount,<=,7,p.CommentCount,=,5,p.CreationDate,>=,1279909781,p.CreationDate,<=,1410450452#3410
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.PostTypeId,=,1,p.Score,<=,26,p.ViewCount,<=,2562,p.AnswerCount,<=,7,p.CommentCount,>=,0,p.CommentCount,<=,12,pl.CreationDate,>=,1294937811,pl.CreationDate,<=,1409344118#27809
comments c,posts p,postLinks pl#p.Id=c.PostId,p.Id=pl.PostId#p.ViewCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4,p.CreationDate,>=,1280191053,p.CreationDate,<=,1410310815#12300
