comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1409872209,p.FavoriteCount,>=,0#31439
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.CommentCount,>=,0,p.CommentCount,<=,9,p.CreationDate,<=,1408968521#113550
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280419848,c.CreationDate,<=,1410450810,p.CommentCount,>=,0,p.FavoriteCount,>=,0#31304
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.AnswerCount,<=,5#66260
comments c,posts p#c.PostId=p.Id#c.CreationDate,=,1391037337,p.PostTypeId,=,1,p.CommentCount,<=,11,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4,p.CreationDate,<=,1410528315#1
comments c,posts p#c.PostId=p.Id#p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4#27554
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,2,p.Score,>=,0,p.Score,<=,74,p.CreationDate,>=,1280387138#81233
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410640459,p.ViewCount,>=,0,p.CommentCount,<=,13,p.FavoriteCount,<=,4#25990
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410522161,p.ViewCount,>=,0,p.AnswerCount,>=,0#90539
comments c,posts p#c.PostId=p.Id#c.Score,=,0,c.CreationDate,>=,1279653846,c.CreationDate,<=,1410555381,p.PostTypeId,=,1,p.Score,>=,0,p.Score,<=,37,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,4#19907
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1280472580,p.PostTypeId,=,1,p.ViewCount,=,117,p.CommentCount,>=,0,p.CreationDate,<=,1408524312#235
comments c,posts p#c.PostId=p.Id#c.Score,=,1,c.CreationDate,<=,1410243670,p.Score,>=,0,p.Score,<=,21,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.FavoriteCount,<=,7#4830
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,<=,86,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CreationDate,>=,1280802517,p.CreationDate,<=,1409161456#86379
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,10#14459
comments c,posts p#c.PostId=p.Id#p.AnswerCount,>=,0,p.AnswerCount,<=,5#89230
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.Score,>=,-2,p.Score,<=,19,p.ViewCount,>=,0,p.ViewCount,<=,2767,p.CommentCount,>=,0#13610
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,37,p.AnswerCount,<=,5,p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,>=,1282097470,p.CreationDate,<=,1408563627#21046
comments c,posts p#c.PostId=p.Id#p.ViewCount,>=,0,p.FavoriteCount,<=,6#29009
comments c,posts p#c.PostId=p.Id#c.CreationDate,<=,1410443461,p.Score,=,1,p.CreationDate,>=,1285659633,p.CreationDate,<=,1408699925#36681
comments c,posts p#c.PostId=p.Id#c.Score,=,1,p.PostTypeId,=,2,p.CommentCount,>=,0#10475
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.PostTypeId,=,1,p.ViewCount,<=,7939,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.CommentCount,<=,14,p.FavoriteCount,=,0#1481
comments c,posts p#c.PostId=p.Id#p.PostTypeId,=,1,p.Score,>=,-2,p.Score,<=,36,p.ViewCount,=,35,p.CommentCount,>=,0#372
comments c,posts p#c.PostId=p.Id#c.Score,=,0,p.Score,<=,26,p.ViewCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,<=,1409963329#21910
comments c,posts p#c.PostId=p.Id#c.CreationDate,>=,1279805913,c.CreationDate,<=,1409932980,p.Score,>=,-7,p.Score,<=,57,p.ViewCount,<=,5326,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,p.CreationDate,>=,1279917763,p.CreationDate,<=,1409236197#28822
