comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,0,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.CommentCount,<=,14,p.CreationDate,<=,1410532178,ph.CreationDate,>=,1279716165,ph.CreationDate,<=,1409153557,v.VoteTypeId,=,2#482655
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.CommentCount,>=,0,pl.CreationDate,>=,1315493848,ph.CreationDate,<=,1407335955#1772556
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,-2,p.AnswerCount,=,1,p.FavoriteCount,>=,0,p.FavoriteCount,<=,13,pl.LinkTypeId,=,1,pl.CreationDate,<=,1409376392,ph.PostHistoryTypeId,=,3,v.BountyAmount,>=,0#286
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,0,c.CreationDate,>=,1281545279,c.CreationDate,<=,1410284828,p.Score,>=,-1,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,>=,0,p.CommentCount,<=,29,p.CreationDate,<=,1410344454,pl.LinkTypeId,=,1,ph.CreationDate,<=,1409625466,v.VoteTypeId,=,2#456439
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,0,c.CreationDate,>=,1279577896,c.CreationDate,<=,1410447223,p.Score,>=,-4,p.Score,<=,26,p.ViewCount,>=,0,p.ViewCount,<=,7690,pl.LinkTypeId,=,3,pl.CreationDate,>=,1280920867,pl.CreationDate,<=,1408620216,v.VoteTypeId,=,2#9752
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,1,p.ViewCount,>=,0,p.CreationDate,>=,1280866797,p.CreationDate,<=,1408582003,pl.LinkTypeId,=,1,v.VoteTypeId,=,2,v.CreationDate,<=,1410134400#241684
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.CommentCount,<=,22,p.CreationDate,<=,1410534227#2071386
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.CreationDate,>=,1282317972,p.CreationDate,>=,1282072532,ph.CreationDate,>=,1281161019,ph.CreationDate,<=,1408359054,v.CreationDate,>=,1279497600#1914137
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,0,c.CreationDate,<=,1410560662,p.AnswerCount,<=,3,pl.LinkTypeId,=,1,pl.CreationDate,<=,1408033668,ph.PostHistoryTypeId,=,5,v.VoteTypeId,=,2#126123
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.CreationDate,<=,1410529912,p.PostTypeId,=,2,pl.CreationDate,>=,1288075240,ph.PostHistoryTypeId,=,2,ph.CreationDate,<=,1409337853,v.VoteTypeId,=,2#0
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.CommentCount,>=,0,p.CommentCount,<=,13,p.FavoriteCount,>=,0,p.FavoriteCount,<=,25,pl.LinkTypeId,=,1,ph.CreationDate,>=,1287658185#934052
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,2,c.CreationDate,<=,1410180863,p.PostTypeId,=,2,p.ViewCount,<=,1179,p.CreationDate,>=,1280445912,pl.LinkTypeId,=,1,v.VoteTypeId,=,1,v.CreationDate,>=,1279497600,v.CreationDate,<=,1410480000#0
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,1,p.PostTypeId,=,1,p.Score,<=,13,p.ViewCount,>=,0,p.ViewCount,<=,27619,p.AnswerCount,>=,0,p.AnswerCount,<=,3,p.CommentCount,>=,0,ph.PostHistoryTypeId,=,36#261
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.CreationDate,<=,1409329952,p.ViewCount,<=,4833,p.AnswerCount,<=,14,p.FavoriteCount,<=,8,v.BountyAmount,>=,0,v.BountyAmount,<=,50#6571
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.Score,>=,-1,p.Score,<=,36,p.ViewCount,>=,0,p.ViewCount,<=,10004,ph.CreationDate,<=,1410191353#1388263
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,0,c.CreationDate,>=,1279569675,c.CreationDate,<=,1410363539,p.CommentCount,>=,0,pl.LinkTypeId,=,1,ph.CreationDate,<=,1402830141,v.BountyAmount,=,0#0
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.CommentCount,>=,0,pl.LinkTypeId,=,1,pl.CreationDate,<=,1403546549,ph.PostHistoryTypeId,=,5,ph.CreationDate,>=,1286221965,ph.CreationDate,<=,1407444218,v.CreationDate,>=,1282435200#399324
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.ViewCount,>=,0,pl.CreationDate,<=,1407411300,ph.PostHistoryTypeId,=,3,ph.CreationDate,>=,1310578547,ph.CreationDate,<=,1410121886,v.VoteTypeId,=,2#124113
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.CreationDate,<=,1410229066,p.Score,>=,-2,p.Score,<=,55,ph.PostHistoryTypeId,=,2,ph.CreationDate,>=,1281377781,v.VoteTypeId,=,5,v.CreationDate,<=,1410566400#53634
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,0,p.PostTypeId,=,1,p.Score,>=,0,p.ViewCount,>=,0,p.AnswerCount,<=,3,pl.LinkTypeId,=,1,ph.CreationDate,<=,1404613699,v.BountyAmount,<=,0#0
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,0,p.Score,<=,52,p.AnswerCount,>=,0,pl.LinkTypeId,=,1,pl.CreationDate,>=,1284369499,pl.CreationDate,<=,1408541764,v.VoteTypeId,=,2#627997
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.ViewCount,>=,0,p.AnswerCount,<=,5,p.CommentCount,>=,0,p.CommentCount,<=,8,v.BountyAmount,>=,0#9920
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,0,c.CreationDate,>=,1279636720,c.CreationDate,<=,1409938276,p.PostTypeId,=,1,p.FavoriteCount,>=,0,pl.LinkTypeId,=,1,ph.PostHistoryTypeId,=,3,v.CreationDate,<=,1409875200#135609
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.CreationDate,<=,1410540371,p.Score,<=,13,p.AnswerCount,=,0,ph.PostHistoryTypeId,=,1,ph.CreationDate,>=,1282425579,ph.CreationDate,<=,1407232150,v.BountyAmount,>=,0,v.BountyAmount,<=,50#88
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,3,p.PostTypeId,=,2,p.CommentCount,>=,0,p.CommentCount,<=,10,pl.CreationDate,<=,1409763817,v.VoteTypeId,=,2#0
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.CreationDate,<=,1410479855,p.Score,<=,30,p.FavoriteCount,>=,0,p.CreationDate,>=,1279655973,p.CreationDate,<=,1407364254,pl.LinkTypeId,=,3,pl.CreationDate,<=,1406132569#12488
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,0,c.CreationDate,>=,1289064256,c.CreationDate,<=,1410373797,p.PostTypeId,=,1,pl.CreationDate,<=,1409692391,ph.PostHistoryTypeId,=,2,v.BountyAmount,>=,0,v.BountyAmount,<=,100#1071
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#c.Score,=,1,c.CreationDate,<=,1410033166,p.PostTypeId,=,1,pl.LinkTypeId,=,1,pl.CreationDate,>=,1310639508,ph.CreationDate,>=,1279632160,ph.CreationDate,<=,1409537878,v.VoteTypeId,=,2#225328
comments c,posts p,postLinks pl,postHistory ph,votes v#p.Id=c.PostId,p.Id=pl.PostId,p.Id=ph.PostId,p.Id=v.PostId#p.PostTypeId,=,1,p.ViewCount,>=,0,p.AnswerCount,>=,0,p.CreationDate,>=,1279639238,p.CreationDate,<=,1409781904,v.VoteTypeId,=,5,v.CreationDate,>=,1279497600,v.CreationDate,<=,1410566400#634107
