comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#p.Score,>=,-2,p.ViewCount,<=,21588,p.CreationDate,<=,1409832413,pl.LinkTypeId,=,1,pl.CreationDate,>=,1287502718,pl.CreationDate,<=,1393687960,v.CreationDate,>=,1279497600,v.CreationDate,<=,1410566400#182557
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#c.CreationDate,>=,1279572484,p.PostTypeId,=,1,p.CreationDate,>=,1281168729,p.CreationDate,<=,1410526041,pl.LinkTypeId,=,1,v.BountyAmount,>=,0#1729
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#p.PostTypeId,=,1,p.Score,>=,-4,p.Score,<=,45,p.ViewCount,<=,8614,p.AnswerCount,>=,0,p.AnswerCount,<=,4,p.FavoriteCount,>=,0,p.CreationDate,>=,1279798276,pl.LinkTypeId,=,1,pl.CreationDate,>=,1283361329,pl.CreationDate,<=,1409153215#118316
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#c.CreationDate,>=,1281855641,c.CreationDate,<=,1410548351,p.Score,>=,-1,p.Score,<=,21,p.CreationDate,>=,1280068291,p.CreationDate,<=,1409235642,v.BountyAmount,>=,0,v.BountyAmount,<=,50,v.CreationDate,>=,1279497600#1028
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#c.Score,=,1,c.CreationDate,<=,1409741337,p.PostTypeId,=,1,p.ViewCount,>=,0,p.ViewCount,<=,4123,p.CommentCount,<=,12,pl.LinkTypeId,=,1,pl.CreationDate,<=,1408399111,v.VoteTypeId,=,2#18586
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#p.ViewCount,>=,0,pl.LinkTypeId,=,1#277439
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#p.ViewCount,>=,0,p.ViewCount,<=,4853,p.FavoriteCount,>=,0,pl.CreationDate,>=,1328274361,pl.CreationDate,<=,1407026899#104595
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#c.Score,=,0,p.ViewCount,>=,0,p.ViewCount,<=,11956,p.FavoriteCount,>=,0,pl.LinkTypeId,=,1,pl.CreationDate,>=,1308493667,pl.CreationDate,<=,1409047382#90276
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#c.CreationDate,<=,1410645337,p.CommentCount,<=,17,p.CreationDate,<=,1408802553,pl.LinkTypeId,=,1,pl.CreationDate,<=,1407630129#255677
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#c.CreationDate,>=,1280419848,c.CreationDate,<=,1410630988,p.PostTypeId,=,1,p.Score,<=,13,p.CommentCount,>=,0,pl.LinkTypeId,=,1,v.VoteTypeId,=,2#93689
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#c.CreationDate,>=,1286836185,p.PostTypeId,=,1,p.AnswerCount,>=,0,p.AnswerCount,<=,5,p.FavoriteCount,>=,0,pl.CreationDate,>=,1296100622,pl.CreationDate,<=,1408565056,v.BountyAmount,>=,0,v.BountyAmount,<=,50,v.CreationDate,>=,1279584000,v.CreationDate,<=,1410307200#750
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#c.CreationDate,<=,1409405856,p.Score,>=,0,p.ViewCount,>=,0,p.ViewCount,<=,5924,p.FavoriteCount,>=,0,pl.LinkTypeId,=,1,v.VoteTypeId,=,2#99455
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#c.Score,=,0,c.CreationDate,>=,1282020464,p.ViewCount,>=,0,v.CreationDate,>=,1280188800#160735
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#p.Score,>=,-6,p.ViewCount,<=,3495,p.CommentCount,>=,0,v.BountyAmount,>=,0,v.BountyAmount,<=,100#1494
comments c,posts p,postLinks pl,votes v#p.Id=c.PostId,c.PostId=pl.PostId,pl.PostId=v.PostId#p.CommentCount,>=,0,p.FavoriteCount,>=,0,p.CreationDate,<=,1410327011,pl.CreationDate,>=,1310299673,pl.CreationDate,<=,1405276265#192538
