query,latency_ms
0,25127.016
1,12834.697
10,3388.716
11,2148.949
12,143101.818
13,22228.021
14,2710.037
15,17734.198
16,6874.958
17,4034.678
18,1173.427
19,20269.723
2,2661.382
20,23985.805
21,24624.488
22,24748.003
23,4767.917
24,4496.726
25,1132.893
26,10640.567
27,9599.615
28,24947.564
29,19594.737
3,2131.814
30,2982.183
31,3282.54
32,1966.624
33,794.79
34,54400.36
35,22743.872
36,3130.114
37,140588.965
38,1936.157
39,1982.77
4,6587.68
40,1928.668
41,297404.897
42,17120.337
43,8073.343
44,15444.967
45,12416.114
46,59779.309
47,5131.94
48,96522.502
49,18630.634
5,4600.471
50,8121.559
51,7204.271
52,10416.337
53,1830.399
54,12881.8
55,42882.55
56,11265.283
57,1107.45
58,84702.867
59,277.493
6,1743.485
60,23429.653
7,2417.171
8,3003.454
9,1730.01
all,1405420.768
