votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,24,p.Score,<,100,p.CommentCount,>,14,p.CommentCount,<,27,u.DownVotes,>,64,u.DownVotes,<,720,v.CreationDate,>,1290627545,v.CreationDate,<,1388447880,v.VoteTypeId,>,3,v.VoteTypeId,<,15,b.Date,>,1290452676,b.Date,<,1310704863#27
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,15,p.Score,<,79,p.CommentCount,>,2,p.CommentCount,<,17,u.DownVotes,>,328,u.DownVotes,<,1295,v.CreationDate,>,1336558576,v.CreationDate,<,1394868877,v.VoteTypeId,>,5,v.VoteTypeId,<,15,b.Date,>,1357586630,b.Date,<,1370789054#68
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,75,p.Score,<,183,p.CommentCount,>,4,p.CommentCount,<,20,u.DownVotes,>,13,u.DownVotes,<,1673,v.CreationDate,>,1285168828,v.CreationDate,<,1321960974,v.VoteTypeId,>,2,v.VoteTypeId,<,12,b.Date,>,1294246432,b.Date,<,1382475598#93
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,41,p.Score,<,56,p.CommentCount,>,1,p.CommentCount,<,29,u.DownVotes,>,581,u.DownVotes,<,957,v.CreationDate,>,1310747919,v.CreationDate,<,1357499893,v.VoteTypeId,>,4,v.VoteTypeId,<,13,b.Date,>,1281278625,b.Date,<,1307086721#427
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-18,p.Score,<,105,p.CommentCount,>,4,p.CommentCount,<,22,u.DownVotes,>,55,u.DownVotes,<,325,v.CreationDate,>,1247504273,v.CreationDate,<,1312581169,v.VoteTypeId,>,4,v.VoteTypeId,<,14,b.Date,>,1316873233,b.Date,<,1325698114#167
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,79,p.Score,<,181,p.CommentCount,>,10,p.CommentCount,<,35,u.DownVotes,>,37,u.DownVotes,<,878,v.CreationDate,>,1237464683,v.CreationDate,<,1349923404,v.VoteTypeId,>,1,v.VoteTypeId,<,13,b.Date,>,1281086022,b.Date,<,1286751881#696
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,29,p.Score,<,95,p.CommentCount,>,12,p.CommentCount,<,44,u.DownVotes,>,446,u.DownVotes,<,785,v.CreationDate,>,1260211123,v.CreationDate,<,1400259729,v.VoteTypeId,>,1,v.VoteTypeId,<,10,b.Date,>,1318542924,b.Date,<,1353728696#3888
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,36,p.Score,<,184,p.CommentCount,>,1,p.CommentCount,<,23,u.DownVotes,>,344,u.DownVotes,<,1338,v.CreationDate,>,1288672480,v.CreationDate,<,1303326809,v.VoteTypeId,>,1,v.VoteTypeId,<,9,b.Date,>,1284229736,b.Date,<,1387711705#20650
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-8,p.Score,<,30,p.CommentCount,>,1,p.CommentCount,<,18,u.DownVotes,>,344,u.DownVotes,<,1336,v.CreationDate,>,1299577858,v.CreationDate,<,1352266502,v.VoteTypeId,>,6,v.VoteTypeId,<,10,b.Date,>,1298113261,b.Date,<,1364516306#1903
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-12,p.Score,<,116,p.CommentCount,>,6,p.CommentCount,<,39,u.DownVotes,>,333,u.DownVotes,<,1467,v.CreationDate,>,1272258799,v.CreationDate,<,1318490073,v.VoteTypeId,>,2,v.VoteTypeId,<,14,b.Date,>,1302759569,b.Date,<,1342831698#1711
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,21,p.Score,<,55,p.CommentCount,>,1,p.CommentCount,<,38,u.DownVotes,>,297,u.DownVotes,<,362,v.CreationDate,>,1308188849,v.CreationDate,<,1404097989,v.VoteTypeId,>,1,v.VoteTypeId,<,10,b.Date,>,1371815736,b.Date,<,1387413398#50
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,15,p.Score,<,163,p.CommentCount,>,8,p.CommentCount,<,11,u.DownVotes,>,227,u.DownVotes,<,553,v.CreationDate,>,1307148374,v.CreationDate,<,1352596494,v.VoteTypeId,>,1,v.VoteTypeId,<,4,b.Date,>,1330600895,b.Date,<,1331273041#138
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,3,p.Score,<,183,p.CommentCount,>,3,p.CommentCount,<,39,u.DownVotes,>,398,u.DownVotes,<,1444,v.CreationDate,>,1307127426,v.CreationDate,<,1310125907,v.VoteTypeId,>,4,v.VoteTypeId,<,7,b.Date,>,1318339193,b.Date,<,1378065879#231
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-7,p.Score,<,45,p.CommentCount,>,3,p.CommentCount,<,39,u.DownVotes,>,400,u.DownVotes,<,914,v.CreationDate,>,1345412196,v.CreationDate,<,1406053801,v.VoteTypeId,>,8,v.VoteTypeId,<,10,b.Date,>,1289451385,b.Date,<,1408953222#2306
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,40,p.Score,<,66,p.CommentCount,>,10,p.CommentCount,<,41,u.DownVotes,>,3,u.DownVotes,<,132,v.CreationDate,>,1270756214,v.CreationDate,<,1406184378,v.VoteTypeId,>,8,v.VoteTypeId,<,14,b.Date,>,1369687683,b.Date,<,1387779786#17
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,63,p.Score,<,157,p.CommentCount,>,3,p.CommentCount,<,40,u.DownVotes,>,11,u.DownVotes,<,96,v.CreationDate,>,1331295219,v.CreationDate,<,1369437463,v.VoteTypeId,>,3,v.VoteTypeId,<,13,b.Date,>,1288511901,b.Date,<,1354616398#1230
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-14,p.Score,<,125,p.CommentCount,>,12,p.CommentCount,<,23,u.DownVotes,>,417,u.DownVotes,<,1025,v.CreationDate,>,1299602135,v.CreationDate,<,1403936485,v.VoteTypeId,>,7,v.VoteTypeId,<,15,b.Date,>,1319725178,b.Date,<,1361729981#328
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-16,p.Score,<,182,p.CommentCount,>,31,p.CommentCount,<,41,u.DownVotes,>,68,u.DownVotes,<,1876,v.CreationDate,>,1304737004,v.CreationDate,<,1379501292,v.VoteTypeId,>,2,v.VoteTypeId,<,7,b.Date,>,1311958284,b.Date,<,1402843391#158
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,0,p.Score,<,109,p.CommentCount,>,1,p.CommentCount,<,15,u.DownVotes,>,481,u.DownVotes,<,1063,v.CreationDate,>,1303615161,v.CreationDate,<,1324203635,v.VoteTypeId,>,2,v.VoteTypeId,<,13,b.Date,>,1299107078,b.Date,<,1329048000#800
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-8,p.Score,<,153,p.CommentCount,>,6,p.CommentCount,<,29,u.DownVotes,>,373,u.DownVotes,<,1405,v.CreationDate,>,1286622283,v.CreationDate,<,1325875701,v.VoteTypeId,>,6,v.VoteTypeId,<,15,b.Date,>,1326896768,b.Date,<,1344435906#300
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,74,p.Score,<,97,p.CommentCount,>,3,p.CommentCount,<,31,u.DownVotes,>,568,u.DownVotes,<,1012,v.CreationDate,>,1242506080,v.CreationDate,<,1406710082,v.VoteTypeId,>,2,v.VoteTypeId,<,10,b.Date,>,1361272959,b.Date,<,1398576128#145
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-1,p.Score,<,31,p.CommentCount,>,13,p.CommentCount,<,20,u.DownVotes,>,218,u.DownVotes,<,839,v.CreationDate,>,1267886064,v.CreationDate,<,1393215103,v.VoteTypeId,>,2,v.VoteTypeId,<,5,b.Date,>,1341416689,b.Date,<,1342786584#7
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,8,p.Score,<,71,p.CommentCount,>,13,p.CommentCount,<,42,u.DownVotes,>,104,u.DownVotes,<,532,v.CreationDate,>,1294043041,v.CreationDate,<,1360753301,v.VoteTypeId,>,8,v.VoteTypeId,<,12,b.Date,>,1297719348,b.Date,<,1349637818#69
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,72,p.Score,<,176,p.CommentCount,>,4,p.CommentCount,<,31,u.DownVotes,>,31,u.DownVotes,<,1031,v.CreationDate,>,1288397542,v.CreationDate,<,1317834191,v.VoteTypeId,>,1,v.VoteTypeId,<,12,b.Date,>,1325820949,b.Date,<,1397408196#10771
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-2,p.Score,<,124,p.CommentCount,>,1,p.CommentCount,<,24,u.DownVotes,>,498,u.DownVotes,<,1576,v.CreationDate,>,1276180902,v.CreationDate,<,1381259770,v.VoteTypeId,>,3,v.VoteTypeId,<,11,b.Date,>,1363913697,b.Date,<,1373732692#1170
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,37,p.Score,<,168,p.CommentCount,>,5,p.CommentCount,<,12,u.DownVotes,>,502,u.DownVotes,<,1228,v.CreationDate,>,1383181268,v.CreationDate,<,1399068638,v.VoteTypeId,>,4,v.VoteTypeId,<,10,b.Date,>,1317228004,b.Date,<,1374363240#218
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,18,p.Score,<,114,p.CommentCount,>,8,p.CommentCount,<,42,u.DownVotes,>,113,u.DownVotes,<,658,v.CreationDate,>,1367654687,v.CreationDate,<,1407385393,v.VoteTypeId,>,2,v.VoteTypeId,<,6,b.Date,>,1341020002,b.Date,<,1363962916#318
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-12,p.Score,<,165,p.CommentCount,>,0,p.CommentCount,<,30,u.DownVotes,>,585,u.DownVotes,<,869,v.CreationDate,>,1338458348,v.CreationDate,<,1387776800,v.VoteTypeId,>,2,v.VoteTypeId,<,10,b.Date,>,1281163535,b.Date,<,1320720116#3224
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,7,p.Score,<,116,p.CommentCount,>,9,p.CommentCount,<,26,u.DownVotes,>,403,u.DownVotes,<,1249,v.CreationDate,>,1259248115,v.CreationDate,<,1348881746,v.VoteTypeId,>,3,v.VoteTypeId,<,7,b.Date,>,1302287480,b.Date,<,1317120957#30
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,0,p.Score,<,65,p.CommentCount,>,9,p.CommentCount,<,38,u.DownVotes,>,344,u.DownVotes,<,928,v.CreationDate,>,1261934642,v.CreationDate,<,1314192944,v.VoteTypeId,>,1,v.VoteTypeId,<,3,b.Date,>,1366922777,b.Date,<,1368478095#224
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,31,p.Score,<,144,p.CommentCount,>,1,p.CommentCount,<,44,u.DownVotes,>,66,u.DownVotes,<,478,v.CreationDate,>,1240458419,v.CreationDate,<,1373286091,v.VoteTypeId,>,6,v.VoteTypeId,<,14,b.Date,>,1308664775,b.Date,<,1366853984#196
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,43,p.Score,<,162,p.CommentCount,>,4,p.CommentCount,<,21,u.DownVotes,>,33,u.DownVotes,<,1194,v.CreationDate,>,1387523467,v.CreationDate,<,1405573579,v.VoteTypeId,>,2,v.VoteTypeId,<,5,b.Date,>,1283442630,b.Date,<,1289036804#12
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,53,p.Score,<,190,p.CommentCount,>,0,p.CommentCount,<,36,u.DownVotes,>,718,u.DownVotes,<,1826,v.CreationDate,>,1277375923,v.CreationDate,<,1366770035,v.VoteTypeId,>,1,v.VoteTypeId,<,3,b.Date,>,1349497318,b.Date,<,1371914851#20865
