votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,79,p.Score,<,169,p.CommentCount,>,1,p.CommentCount,<,38,u.DownVotes,>,141,u.DownVotes,<,1578,v.CreationDate,>,1352587543,v.CreationDate,<,1409007090,v.VoteTypeId,>,2,v.VoteTypeId,<,4,b.Date,>,1322229166,b.Date,<,1386432540#246
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,3,p.Score,<,178,p.CommentCount,>,6,p.CommentCount,<,42,u.DownVotes,>,512,u.DownVotes,<,1577,v.CreationDate,>,1277626366,v.CreationDate,<,1405931151,v.VoteTypeId,>,1,v.VoteTypeId,<,12,b.Date,>,1310750423,b.Date,<,1390492408#452214
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,3,p.Score,<,56,p.CommentCount,>,1,p.CommentCount,<,5,u.DownVotes,>,103,u.DownVotes,<,160,v.CreationDate,>,1308788207,v.CreationDate,<,1404601514,v.VoteTypeId,>,1,v.VoteTypeId,<,6,b.Date,>,1329214891,b.Date,<,1357676423#118262
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,0,p.Score,<,127,p.CommentCount,>,8,p.CommentCount,<,25,u.DownVotes,>,203,u.DownVotes,<,763,v.CreationDate,>,1239037096,v.CreationDate,<,1304202289,v.VoteTypeId,>,7,v.VoteTypeId,<,14,b.Date,>,1329356999,b.Date,<,1381146147#61
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,3,p.Score,<,169,p.CommentCount,>,2,p.CommentCount,<,22,u.DownVotes,>,376,u.DownVotes,<,686,v.CreationDate,>,1270093644,v.CreationDate,<,1398963726,v.VoteTypeId,>,3,v.VoteTypeId,<,13,b.Date,>,1307273836,b.Date,<,1364159052#1862
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-6,p.Score,<,112,p.CommentCount,>,6,p.CommentCount,<,8,u.DownVotes,>,621,u.DownVotes,<,1576,v.CreationDate,>,1377057996,v.CreationDate,<,1384292667,v.VoteTypeId,>,1,v.VoteTypeId,<,13,b.Date,>,1350191244,b.Date,<,1385573735#2375
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,80,p.Score,<,152,p.CommentCount,>,6,p.CommentCount,<,40,u.DownVotes,>,29,u.DownVotes,<,554,v.CreationDate,>,1266873258,v.CreationDate,<,1410636341,v.VoteTypeId,>,7,v.VoteTypeId,<,15,b.Date,>,1288112038,b.Date,<,1370360258#129
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-17,p.Score,<,93,p.CommentCount,>,10,p.CommentCount,<,25,u.DownVotes,>,368,u.DownVotes,<,876,v.CreationDate,>,1342631613,v.CreationDate,<,1355661062,v.VoteTypeId,>,7,v.VoteTypeId,<,15,b.Date,>,1297095154,b.Date,<,1348775929#118
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-1,p.Score,<,80,p.CommentCount,>,1,p.CommentCount,<,8,u.DownVotes,>,486,u.DownVotes,<,1836,v.CreationDate,>,1280398099,v.CreationDate,<,1341900329,v.VoteTypeId,>,7,v.VoteTypeId,<,12,b.Date,>,1304633176,b.Date,<,1357366939#2145
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,-6,p.Score,<,87,p.CommentCount,>,1,p.CommentCount,<,36,u.DownVotes,>,3,u.DownVotes,<,1679,v.CreationDate,>,1326538169,v.CreationDate,<,1394304650,v.VoteTypeId,>,2,v.VoteTypeId,<,11,b.Date,>,1333960959,b.Date,<,1357231107#53241
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,58,p.Score,<,161,p.CommentCount,>,8,p.CommentCount,<,18,u.DownVotes,>,747,u.DownVotes,<,1199,v.CreationDate,>,1310235427,v.CreationDate,<,1330108128,v.VoteTypeId,>,2,v.VoteTypeId,<,12,b.Date,>,1282341103,b.Date,<,1374092715#301
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,120,p.Score,<,144,p.CommentCount,>,8,p.CommentCount,<,16,u.DownVotes,>,37,u.DownVotes,<,1307,v.CreationDate,>,1259749579,v.CreationDate,<,1402627875,v.VoteTypeId,>,7,v.VoteTypeId,<,15,b.Date,>,1279908715,b.Date,<,1363997085#119
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,11,p.Score,<,68,p.CommentCount,>,2,p.CommentCount,<,33,u.DownVotes,>,170,u.DownVotes,<,972,v.CreationDate,>,1283476055,v.CreationDate,<,1403503294,v.VoteTypeId,>,1,v.VoteTypeId,<,12,b.Date,>,1312225450,b.Date,<,1335908949#201051
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,5,p.Score,<,53,p.CommentCount,>,3,p.CommentCount,<,16,u.DownVotes,>,70,u.DownVotes,<,929,v.CreationDate,>,1358832378,v.CreationDate,<,1361190009,v.VoteTypeId,>,5,v.VoteTypeId,<,14,b.Date,>,1350690020,b.Date,<,1380897102#57
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,69,p.Score,<,117,p.CommentCount,>,1,p.CommentCount,<,3,u.DownVotes,>,3,u.DownVotes,<,554,v.CreationDate,>,1282938564,v.CreationDate,<,1398274065,v.VoteTypeId,>,4,v.VoteTypeId,<,9,b.Date,>,1382109135,b.Date,<,1404857278#1660
votes v,posts p,badges b,users u#p.Id=v.PostId,u.Id=p.OwnerUserId,u.Id=b.UserId#p.Score,>,29,p.Score,<,151,p.CommentCount,>,0,p.CommentCount,<,10,u.DownVotes,>,22,u.DownVotes,<,120,v.CreationDate,>,1370429312,v.CreationDate,<,1396212473,v.VoteTypeId,>,3,v.VoteTypeId,<,13,b.Date,>,1295102982,b.Date,<,1361730708#4882
