query,latency_ms
0,1145.08
1,183.926
10,1606.61
100,92.236
101,322.126
102,323.394
103,66.793
104,587.045
105,127.76
106,253.701
107,360.976
108,645.641
109,93.448
11,110.022
110,625.66
111,58.149
112,170.341
113,109.603
114,71.727
115,113.514
116,154.917
117,204.27
118,272.328
119,239.828
12,204.794
120,20665.664
121,146.621
122,108.3
123,9451.322
124,105.402
125,1826.442
126,133.918
127,104.661
128,145.262
129,69.458
13,990.943
130,198.549
131,949.975
132,194.667
133,199.662
134,70.45
135,134.06
136,249.354
137,121.808
138,390.849
139,306.92
14,89.395
140,410.903
141,817.846
142,166.97
143,416.696
144,352.547
145,127.626
146,634.672
147,1214.224
148,150.514
149,155.897
15,76.634
150,235.531
151,219.315
152,175.036
153,114.354
154,124.954
155,73.594
156,210.602
157,799.642
158,298.328
159,8647.271
16,91.992
160,1334.029
161,184.624
162,2715.257
163,4157.655
164,131.104
165,259.898
166,1531513.667
167,99.514
168,196.145
169,313.807
17,921.392
170,180.29
171,61.425
172,217.583
173,141.333
174,180.845
175,443.997
176,140.439
177,114.619
178,84.332
179,288.444
18,90.694
180,227.513
181,268.332
182,539.73
183,198.529
184,110.617
185,26527.049
186,179.17
187,19204.059
188,185.113
189,279.951
19,284.991
190,2670.507
191,102.849
192,86.58
193,190.961
194,533.566
195,5552.935
196,228.81
197,30.644
198,88.788
199,208.471
2,106.441
20,106.868
21,248.061
22,1337.606
23,138.977
24,175.722
25,215.583
26,270.009
27,185.545
28,334.999
29,11294.451
3,183.738
30,89.945
31,323.412
32,25658.153
33,8590.322
34,1502.573
35,126.056
36,191.887
37,36139.492
38,68.192
39,467.4
4,213.073
40,84.727
41,3503.973
42,535.011
43,9396.897
44,1101.831
45,236.268
46,75.847
47,122.064
48,714.037
49,517.598
5,171.906
50,261.322
51,22124.483
52,321.723
53,496.396
54,212.407
55,100.806
56,104.34
57,354.97
58,215.628
59,436.732
6,261.18
60,266.796
61,477.273
62,159.812
63,2675.478
64,210.089
65,68.828
66,239.282
67,367.779
68,79.782
69,48.14
7,143.454
70,158.767
71,6611.91
72,50.216
73,76.545
74,146.408
75,282.611
76,28332.144
77,248.989
78,713.818
79,87.715
8,149.261
80,221.638
81,165.497
82,183.986
83,191.254
84,122.901
85,26539.282
86,444.437
87,125.233
88,1557.154
89,91113.385
9,139.855
90,161.984
91,256.821
92,471553.134
93,106.267
94,97.878
95,77.386
96,7424.264
97,9350.409
98,176.703
99,95.479
all,2442801.6719999993
