query,latency_ms
0,55.827
1,64.876
10,70.058
100,59.571
101,47.123
102,71.467
103,76.604
104,49.869
105,58.129
106,273.343
107,54.705
108,174.829
109,126.57
11,103.637
110,88.3
111,165.106
112,66.412
113,88.759
114,113.051
115,48.224
116,78.098
117,110.439
118,61.388
119,55.731
12,108.429
120,51.548
121,178.079
122,40.412
123,65.61
124,48.599
125,94.255
126,69.563
127,91.103
128,52.667
129,77.07
13,116.457
130,61.524
131,84.14
132,130.992
133,123.816
134,56.172
135,113.15
136,152.373
137,155.7
138,68.544
139,133.485
14,53.013
140,55.001
141,82.041
142,58.811
143,87.024
144,54.163
145,99.35
146,70.477
147,81.875
148,69.278
149,47.167
15,64.402
150,88.855
151,58.68
152,67.58
153,124.702
154,78.443
155,62.508
156,92.508
157,72.052
158,62.517
159,203.621
16,59.423
160,57.5
161,73.033
162,243.397
163,73.495
164,78.716
165,162.137
166,68.976
167,124.966
168,101.584
169,62.411
17,101.662
170,52.355
171,48.716
172,56.363
173,88.433
174,77.704
175,90.09
176,58.329
177,69.257
178,74.598
179,59.981
18,55.537
180,64.707
181,118.608
182,57.909
183,51.625
184,64.806
185,267.606
186,50.154
187,97.675
188,62.497
189,53.493
19,87.21
190,69.083
191,91.194
192,61.113
193,127.556
194,45.897
195,86.904
196,69.031
197,83.816
198,74.483
199,52.56
2,51.37
20,100.18
21,62.151
22,50.065
23,46.019
24,49.45
25,60.34
26,86.012
27,57.915
28,126.537
29,47.927
3,50.011
30,74.918
31,51.827
32,49.774
33,30.377
34,62.418
35,91.193
36,136.863
37,55.671
38,101.149
39,54.975
4,49.245
40,47.903
41,39.664
42,98.519
43,58.495
44,50.387
45,56.318
46,77.207
47,76.369
48,69.815
49,233.738
5,149.189
50,81.444
51,76.966
52,98.021
53,143.562
54,54.131
55,52.25
56,73.65
57,59.515
58,69.224
59,53.944
6,149.49
60,141.532
61,67.434
62,106.604
63,74.881
64,67.721
65,50.354
66,112.193
67,107.725
68,64.164
69,64.264
7,46.143
70,80.233
71,62.394
72,117.518
73,47.777
74,93.255
75,71.707
76,47.044
77,46.688
78,73.541
79,72.306
8,63.977
80,140.62
81,54.588
82,67.529
83,73.995
84,51.336
85,117.667
86,151.731
87,94.25
88,93.286
89,86.886
9,80.279
90,163.171
91,61.578
92,109.218
93,70.659
94,110.501
95,55.928
96,63.755
97,72.131
98,75.299
99,46.444
all,16582.956000000002
